  , ,pop1, pop2 ,mo_rap, mo_len, mo_sol
,1701,54722309074271092127894578004389210407311030241693362362480809304129536.00000,0.00118,429637505993262180017612767873548139703745984411628880759972073308160.00000,0.00000,-83761233287398767775387179193518335806138460713743484831821321146990592.00000
,1702,60136570783486158381648336823269957673007506891545339883849460247166976.00000,0.00117,472146127008958291262255289909498378602464641220659208169272274583552.00000,0.00000,-92048625500491961915957009780842998317008139345797364428218152005926912.00000
,1703,66086523152539534328395893330195850104151827508581101951452371239305216.00000,0.00117,518860579302067202778351878323458194676550717818252695280827148271616.00000,0.00000,-101155977819210426602789184445440680066625940671611530532315729749868544.00000
,1704,72625167772128182708302736044215222728861109337628808532227573780840448.00000,0.00116,570196990620594029027846945026376813093779164577014643025485653606400.00000,0.00000,-111164417642563301787835796727254683664165909334856370836125612697976832.00000
,1705,79810750245635882048196685556191652953898211276142410909146518720086016.00000,0.00116,626612660669105509429511696790235108341004645759573313847492830298112.00000,0.00000,-122163099168454998809690905485429174475787645957334188067543070040653824.00000
,1706,87707279035241408102143637804538048516441633946581490353084693697527808.00000,0.00115,688610134689536378865678882948138164631156510825458452789867185176576.00000,0.00000,-134249997570514418835476532548760549784875649492762359810683552273530880.00000
,1707,96385095643006218975734543962827507080923931230289174698426969211535360.00000,0.00114,756741680084793409234704889003742585146298903180685046240773689835520.00000,0.00000,-147532781751308466405008530907369483112943157446851271090414783437996032.00000
,1708,105921501206058782841431559393449030338498692306505357608566703729410048.00000,0.00114,831614205962480906499861672643690274800478729914615000596138751426560.00000,0.00000,-162129773446340137603244499250261801751747891829971439650748688324624384.00000
,1709,116401445087523733187297124637109452766114876945495267248626453763325952.00000,0.00113,913894669421559231245719108644980647207906079721991884593875979862016.00000,0.00000,-178171001222434791460109974157738910342107579607127446269688773483692032.00000
,1710,127918281597096299661547316504620315325453149051426265287408026954760192.00000,0.00113,1004316016740606224147321209518941751741014064976602269488347583873024.00000,0.00000,-195799358759428740379197747840361864785797399666877772499070294310256640.00000
,1711,140574601582054346229449437644176023144824273734968053917419615255789568.00000,0.00112,1103683712391202931963774331328407098212539046559800805201310451236864.00000,0.00000,-215171877733019933064415429300284434293751145515557937262959874770206720.00000
,1712,154483146296439060773657393013615597813036903631209711229888563303677952.00000,0.00111,1212882914036251921347618738532942453542807998709494039582877857873920.00000,0.00000,-236461126637495464690768416518965351625234181752453301211052973970423808.00000
,1713,169767811689061103879758309104400693469522557615503713546619110404653056.00000,0.00111,1332886357427408380083360965397191917267818781864084421678211839033344.00000,0.00000,-259856748008911386123973423634772383307929628920343526836636388390076416.00000
,1714,186564752056431018217502715632606728608668855981359771797588964041293824.00000,0.00110,1464763021439516217944833360251849246402006980032051467733739210014720.00000,0.00000,-285567147742158324480946051462193003195265569762039991611142557241704448.00000
,1715,205023592891845663198419732772287166605860700446598368965232187412578304.00000,0.00110,1609687650429320365796144777714369739974719339665198467026514341789696.00000,0.00000,-313821351550182187609448984281181948631775915965102999218949152992919552.00000
,1716,225308763734571160099747703451273787807061153416141501376367066152435712.00000,0.00109,1768951218742696074955631868075059385234110459428926731343202028093440.00000,0.00000,-344871045102517078137271328853168925718657370569434369591687184002318336.00000
,1717,247600962892011795181608776821758991358862782826777270209262897378361344.00000,0.00108,1943972430587190767601321992245683731130564717659603273813627278196736.00000,0.00000,-378992816016483378868295090890446040616390366544619502049194130827902976.00000
,1718,272098767082465859041811699695276037746483574976792507355912025545900032.00000,0.00108,2136310357709615469374497020718968245632472062401212477227692938231808.00000,0.00000,-416490617672488664138420838088905759378661595932151180557792966346801152.00000
,1719,299020400337007869502185873703255161425600177206211060460971668638007296.00000,0.00107,2347678327453877886493890356289953138461996084448451913176300470140928.00000,0.00000,-457698476800854963857183611311851562428756532105702762958624060858171392.00000
,1720,328605677917701511441659409389982677068654619181175655424540561664638976.00000,0.00107,2579959184912503022359487820809335151931520668246313445658658466693120.00000,0.00000,-502983468959090890756825410191401161604095423361165397316327346951684096.00000
,1721,361118142568375054736800342847010555442437455608692635113381707951112192.00000,0.00106,2835222065125595193059040197900078996413569937491065925258883188654080.00000,0.00000,-552748988404866279470026919716651378077501013685421818649277057420230656.00000
,1722,396847412127471446862865830906350312044773573691000778178388877564182528.00000,0.00106,3115740824732335262484573273686754233415985999566681167358854529286144.00000,0.00000,-607438341492397638578359019525028335119091856895385512268826010435190784.00000
,1723,436111759415277814627843643468144095303680995670940024014341985735278592.00000,0.00105,3424014297262352975870241291496326930244258055340553712367773979508736.00000,0.00000,-667538695601864672334429018169262820435521807446817956237336900592992256.00000
,1724,479260947376915430197617221621254798714675732936300625774134374380339200.00000,0.00104,3762788552499121776459002088358323855362959083777007299201839736553472.00000,0.00000,-733585418778534443351145931193103455941317475086694317152100418743959552.00000
,1725,526679344736265774703066033389324477217981702929292118513820699642036224.00000,0.00104,4135081358199593546091493160509194901022470634253557678292337881513984.00000,0.00000,-806166848738670398797452753162628897198271300157546954008122762528292864.00000
,1726,578789349914771294657413598178224448944961310644906225859476212632518656.00000,0.00103,4544209062072664937769449024766326884799707775304573283967900688842752.00000,0.00000,-885929533724062698458528303060531424068305014131254482344918720167542784.00000
,1727,636055153715042827698149075893065641184144724603128694433679866884784128.00000,0.00103,4993816133478502729432892705599973818479966889369213484575349605924864.00000,0.00000,-973583991890196657897208057406085954733753260040353645460951275826839552.00000
,1728,698986874286889525790456236958313769131164272902159515238390571540152320.00000,0.00102,5487907628003274231451768641476451434096485722115460739498246060113920.00000,0.00000,-1069911040532123115816373977709031509345516968173663922992341875156844544.00000
,1729,768145101209641888173646712773100899220959859482640507461697514927816704.00000,0.00102,6030884864100528804555740443506657398827485469052107996590345392488448.00000,0.00000,-1175768751528151316814195072050951214004205625614385816761372798909153280.00000
,1730,844145889169006578638635854436997041574355966275553650063679319485448192.00000,0.00101,6627584629603234909788464583629735056877633755494220717138041630621696.00000,0.00000,-1292100094959774750418242030859110080527516738997884757705451837692313600.00000
,1731,927666245711635368056715366710140228129268323199179435980360069662375936.00000,0.00101,7283322267354243606992071673691138214746318450074636505515873013858304.00000,0.00000,-1419941338996442739707366321282266833359198480764831406868693504896270336.00000
,1732,1019450161961786800027698103832738057832486580906874897625456336948953088.00000,0.00100,8003939023757715576106661012926122513310298285669188941042540842319872.00000,0.00000,-1560431280870526903768583816081764257841775828560191194567043820631883776.00000
,1733,1120315240021110634130291066855771533874639546361441679702978230656958464.00000,0.00100,8795854082027774898879734926231899395243646901356874152371399834992640.00000,0.00000,-1714821391171098956475434343439399063884859018983786326258643587836149760.00000
,1734,1231159976087781923199000752799473306196288141034717751111340791955456000.00000,0.00099,9666121743641437407399729056190930921419819801803493355825591973052416.00000,0.00000,-1884486961820892571135267022101711807322376984558228451987543561884139520.00000
,1735,1352971764172292785296553073489945576114858044939141220303796697475055616.00000,0.00099,10622494267362578981894879365518925025523929307580733424433429584281600.00000,0.00000,-2070939357041530491187789196233688080803835878131576346169062080544505856.00000
,1736,1486835691706216536093943671117917075672890318552612086878173063913930752.00000,0.00098,11673490925600795111290789821372673617609416218948114249291733202370560.00000,0.00000,-2275839476437410806860628106793475007581970643524788096169892100861591552.00000
,1737,1633944205394360636143718573059504438636025084701335096203882358093381632.00000,0.00097,12828473893252398053555036545098892120498373836100886778279476309524480.00000,0.00000,-2501012550126082818242364081882241888417106130272296058382998182245171200.00000
,1738,1795607733412770772683191198943525164968848937889962487847853244876324864.00000,0.00097,14097731645033897416982212300872859344048501539189372132513465172492288.00000,0.00000,-2748464397708673857669644410017383314296460229990637384276597675466424320.00000
,1739,1973266358574079786801689398397289354217253301845828143569836284884025344.00000,0.00096,15492570604203187484755291338299006402662135120819418701211110280790016.00000,0.00000,-3020399295913682211722563735068545284914303261524643270136924190713839616.00000
,1740,2168502646443611649683023508808795893337983975644676077578218598337347584.00000,0.00096,17025415859066286950512021284940635982167908194584969392441679799123968.00000,0.00000,-3319239614077347185846701063799552653942576071636401703498734940805136384.00000
,1741,2383055742677838482600625431077313677048019086817993079485937012084572160.00000,0.00095,18709921844442297675470544707763459119654909962635741431474394446692352.00000,0.00000,-3647647392371526545954531164155996260619794863511970856271236237600227328.00000
,1742,2618836865162892408937728812669572889955028159784074492478447510341287936.00000,0.00095,20561093974026264140440689165162676015931450523684298645714505104883712.00000,0.00000,-4008548054995811181754293096285338240918341517082628464960228763780513792.00000
,1743,2877946328955583062754579360073819912054910858494204593015127296190709760.00000,0.00094,22595422307139020527016396727964639657584158213629120652911253471100928.00000,0.00000,-4405156469568665234994797742529022770197800300843178099785349503658229760.00000
,1744,3162692255683417037444944638783508359648239115008267130118105324859686912.00000,0.00094,24831028440554295606734892539676133169324538894598922718917354101669888.00000,0.00000,-4841005584852080004803197527685772773558046866988206141796589018860748800.00000
,1745,3475611134065119244853252950642204063592844425089735619189901510620217344.00000,0.00093,27287826933901028579525752783721338670138560011465174464811904622657536.00000,0.00000,-5319977901911783866403963239908938341993973446907624966552893076434583552.00000
,1746,3819490414702748150155310359182291619210759484337521961222876535596253184.00000,0.00093,29987702706602527539618130363550507046609574555323758956234181644910592.00000,0.00000,-5846340059055002286615091508368601787121334438303855603462060390760841216.00000
,1747,4197393340417593109275307388437408908291254436799612508794249307557462016.00000,0.00092,32954705986586939407844550533129493304573873563747333102540596862517248.00000,0.00000,-6424780838624998767263591446334248104197607509750239045223629438146576384.00000
,1748,4612686233316046072860588533750261086653580489477183697321046623387648000.00000,0.00092,36215266547352983170941012802063572525124665265489480770632051528302592.00000,0.00000,-7060452934213179042378694585731267228837579348501313530920875116279627776.00000
,1749,5069068481655941844267729169384480880279418262588715355745932552655863808.00000,0.00091,39798429141793676303775342717950011360439059312156986280331897728925696.00000,0.00000,-7759018850346987472564937101411912255563017732199727953068008019117211648.00000
,1750,5570605493633433945631691408487011094370178323472064067597920837597921280.00000,0.00091,43736112229999369811074835996667370785060862414692634468785188220436480.00000,0.00000,-8526701343523489895809972532002916765572455516497704556201706590469881856.00000
,1751,6121764911639486566960446512120044531369156113446970755822816442387005440.00000,0.00090,48063392305762011571405468933682264850750398607331052512484080039755776.00000,0.00000,-9370338853912424882224582365881249927391080799430129783807239065979322368.00000
,1752,6727456409579031551519014047942698416750820862898310350799861176745328640.00000,0.00090,52818816354533030006152502821939908439514398802809684198470450143035392.00000,0.00000,-10297446421508868469729022587979237275517701637719580836774036108121997312.00000
,1753,7393075427763387736733336108160862003928991916677135149206912147700842496.00000,0.00090,58044745226179794476861951048905958162493959484722635866083192580603904.00000,0.00000,-11316282629370621164517039222018405804587709949790348511245295418284703744.00000
,1754,8124551234962067225694093625951431821790629604841472738372184344312676352.00000,0.00089,63787730981271214009086113743065348596955037703760037699292541271146496.00000,0.00000,-12435923170264098565962969757254538696419037656167157133416088738174337024.00000
,1755,8928399745746003994023082432972234704189224792155761268174455188146356224.00000,0.00089,70098931572256301512576682595535632439938959327910429551546286460633088.00000,0.00000,-13666341692043155709824052869648010530756350902585386607952394921462202368.00000
,1756,9811781563613894459218901385578438420101804579472444281621133749043331072.00000,0.00088,77034566553474602167074500799078022259084539091030453831811165272932352.00000,0.00000,-15018498641923551677190128991732986539139676478852299105318793437771726848.00000
,1757,10782565766944126811246230904858212299347438928525604041593515540270284800.00000,0.00088,84656417879418727574289068795852723261436311075533642605035456162693120.00000,0.00000,-16504438901069101270748568280157431970453916827598433498312481205768945664.00000
,1758,11849400005971281331666415576654079064764786784475502610530252572934012928.00000,0.00087,93032380252310456142862703560614246852719216673638860143154966940352512.00000,0.00000,-18137399079208814206688463877320436619681273792745204280475872772751360000.00000
,1759,13021787535204169139727629772571619300202499613228467573779767820485132288.00000,0.00087,102237065921432674528189536470583865942980649412243611569783920270508032.00000,0.00000,-19931925425054920821753918850041809042571156482199316790756236163385655296.00000
,1760,14310171867482622696888014586252007048983289572128934060993929629612900352.00000,0.00086,112352469321710003167244805966895397121460283415279023151192421741625344.00000,0.00000,-21904003402856198968700527042002389214302661951034138981387441032902213632.00000
,1761,15726029803763062069723574953443606854708650096279705961541770123547770880.00000,0.00086,123468697472073331424086251761182517494389980097501363294628724577665024.00000,0.00000,-24071200089341791113613212302863292520864339427692071058056053147494776832.00000
,1762,17281973667332994346117544317821162503671396317852384231257102986831200256.00000,0.00085,135684772639924975721125236227318131374199200509252821775719879818608640.00000,0.00000,-26452820659513491604070311761250170934580836763003231653053283298919317504.00000
,1763,18991863653146798517715074723278402069865640108101252288110866987864817664.00000,0.00085,149109514421760736008888761521667145828759103918726124484783237157093376.00000,0.00000,-29070080355246547770296895549070450341269725486041752307513503162436681728.00000
,1764,20870931293079638659039231490860481490598547098575143009538726714002112512.00000,0.00084,163862509097436244679971223636361444043801578266709079410533729262632960.00000,0.00000,-31946293468578393081461037071817033094292162796152691850045581254520209408.00000
,1765,22935915136915814026987633937271518508665853736442215399851156328905965568.00000,0.00084,180075174892989973523285062985717062168831842557747374184510664285880320.00000,0.00000,-35107081023129793029655941038967504315127073861263346882124363765041332224.00000
,1766,25205209857704485928656666413219776087280679904687582728927335587841572864.00000,0.00084,197891932641279668831057598622016419491155359108915868432067137453948928.00000,0.00000,-38580599003664209687162563866779593857558164227264710710601664829713285120.00000
,1767,27699030109698617627642263073494773440228707282362944152072446527831801856.00000,0.00083,217471492268561687193615061809443850137415314364544223057432692985430016.00000,0.00000,-42397789166831728570532387606465818864875553143450161922485155766000943104.00000
,1768,30439590598507525102486555789291054489284496238532999090378365835975589888.00000,0.00083,238988266566909720603074331002877522126261580560411369798305580937379840.00000,0.00000,-46592654667295047734691861791062258476171980260941315352024866561326055424.00000
,1769,33451303967510264145656091105848354643824024336848355992119788526943338496.00000,0.00082,262633924846217954184368829497587328849778440022585106307754712809603072.00000,0.00000,-51202562954487993723146503050291126498137957699549397878284781116570206208.00000
,1770,36760998263282583495694809330665692470831357008095652926363619070685741056.00000,0.00082,288619100305568529338606765475803297103962021162187336633420888894603264.00000,0.00000,-56268578638181088996938794130328974707421453653839438825753421870178238464.00000
,1771,40398155917198039342125177244233222730491573802202346556783105108476952576.00000,0.00081,317175266333059140196679291689347433626036213883213891213670095289057280.00000,0.00000,-61835829287987818807547056401156728931372313441571115737086910716568403968.00000
,1772,44395176372027939950054865286051960378687344018980907678083182410950770688.00000,0.00081,348556798447985671255892638070751958827975342330519172186379994013892608.00000,0.00000,-67953907425317791490880851752757511687451206350080164860733239711808618496.00000
,1773,48787664692991980624331786630404914275562752940083242827228897046750560256.00000,0.00081,383043240252957326077952388169777808315084853410327836991415212753027072.00000,0.00000,-74677312288681453197691460573347975322739346532587571671166095773715660800.00000
,1774,53614748734178498033831756077079197989582868486619405249387651203638231040.00000,0.00080,420941793580823736725130447353981777655011284136791269144618010962558976.00000,0.00000,-82065935307548266122613210613305675537526295858537113439094746500296605696.00000
,1775,58919427685621591008003657864797549234730101124224205771510871581274406912.00000,0.00080,462590055018397621116223327179679544984006204450506127303918322060361728.00000,0.00000,-90185593609311868994384341414319038109187811636903296705866057531860713472.00000
,1776,64748955105858216526333443672495808291677677924400403477993985472978747392.00000,0.00079,508359023183657101678138655050368006941485011975699908730186702855864320.00000,0.00000,-99108616311789670556127643239580180823448877635216714621582276427801165824.00000
,1777,71155259851981599704465112904117272788260692167007578984622857790215421952.00000,0.00079,558656403544957351191839243364844714522782159583151785109115345615978496.00000,0.00000,-108914488823892865748057171679226165731634311269646618217021014827765596160.00000
,1778,78195408656794504350605381908852659057793779438230465165096744092807725056.00000,0.00078,613930240221257181906441148777304852185737485120615186740122488192106496.00000,0.00000,-119690560893833923101721047290961789021490401668691308584211293016774672384.00000
,1779,85932114473654191925689899584097304565264528099214593593326401615646687232.00000,0.00078,674672907115077975217283994626559391802165165298445639360156574242832384.00000,0.00000,-131532824712095332372095876826687411130179087697110489548158611488013025280.00000
,1780,94434295117294888193112550411073467455115741126555439669378363474545999872.00000,0.00078,741425493930816905065310420293862513818733115733455579509181078619291648.00000,0.00000,-144546770000424345369910007832480172027792170894767961802397569724379561984.00000
,1781,103777687176945391588660662086772657128378856467652705225847300516072128512.00000,0.00077,814782626148632859471623160472232889540986325905487250670257756379807744.00000,0.00000,-158848323703902440957907446895550868912453528031144249178869245028237049856.00000
,1782,114045520670419354795317085701969817700826969637313990185301990427974434816.00000,0.00077,895397761889759166940580951724763218487633049251891718523649487271886848.00000,0.00000,-174564882656773971782994618893402343405176399911252422771250549356989775872.00000
,1783,125329260448930729694222597645862023754406898457795985345426375972835295232.00000,0.00076,983989012857199589833121464134257977443723705802760293371871696527556608.00000,0.00000,-191836448420919906101711284795708720752762353606542440618413720013205667840.00000
,1784,137729420956995433881389380328259276528527295452696862637598450537199566848.00000,0.00076,1081345541204172209127788597281118281287762511758941222534793295510372352.00000,0.00000,-210816874406005809509639166616940313289275923416011976598003212655123234816.00000
,1785,151356461605220423479605656605050580908484297392948128460309238299024687104.00000,0.00076,1188334589312979030168031834404627270794586071153189489204921736601010176.00000,0.00000,-231675236380528208839919800017629229062630843767093550904010307171067625472.00000
,1786,166331770731872819247726229221990508404388052532288642167224101022241652736.00000,0.00075,1305909205104879877637445024415476901358302880133515583033723504635674624.00000,0.00000,-254597338582136585074471064446343289955171470929442616237345837436580659200.00000
,1787,182788746918262178192316758236924400698703630601994970569248525620214759424.00000,0.00075,1435116731697269142109435947912017834323254354003477278240124050402705408.00000,0.00000,-279787368843513816518749097972508186798118914391878919100130070745522896896.00000
,1788,200873987290186889278320091919299648019525076331067725577135916705954922496.00000,0.00074,1577108137033190491875630636138550603911969255097641823495879018644766720.00000,0.00000,-307469717477513684897918465668697768499184247408681489932301909836508954624.00000
,1789,220748593390717195195448487623086423324674563157458264474206071102413733888.00000,0.00074,1733148266590608101870788369575124367767782650535291662288782103565828096.00000,0.00000,-337890976124005673157212075277951609167015712132160897550975509535601459200.00000
,1790,242589606256901102467360351622158171125136545684756329263443994161266556928.00000,0.00074,1904627110501563555000142679482579849849976476542881662389961941126742016.00000,0.00000,-371322134363957421281683955446187613377806005491298889479597639725939163136.00000
,1791,266591583483915522643577420799341113388593830032616088936896648784147120128.00000,0.00073,2093072185447606652904315372768353750176381745291948547123152064767590400.00000,0.00000,-408060993667978188749970210038378459558737050231731736791336710709285224448.00000
,1792,292968332324995050010143865228337434258280569996191335642091656998232784896.00000,0.00073,2300162141628207216981919550467453981054940781954505619474135653287985152.00000,0.00000,-448434820182538800780958961391618395326475229859639645429027483298113257472.00000
,1793,321954814265421872291544519398521107509456415457564698861074952773114527744.00000,0.00072,2527741716011684795362295204093550312349439277120452752851336215272620032.00000,0.00000,-492803259984626992489814240026908957569497696823865850171921511618011201536.00000
,1794,353809238036335118136341006968679065481751994335641811001367447224780324864.00000,0.00072,2777838165070746118940436161260411150703763185960341645891907509662253056.00000,0.00000,-541561542773640798750096640126906355750359346705101625790717226866612109312.00000
,1795,388815359712720228771688865595231553851571948007882072353338146887781318656.00000,0.00072,3052679323383821260001885061379328792986698994298217910445813312687964160.00000,0.00000,-595144002538690726993257978502517262651172585317666016969078698958246641664.00000
,1796,427285010384625929742886936767720324141233247107835702204782430922393780224.00000,0.00071,3354713448966445847395295381744271057755573270969568641195143048439267328.00000,0.00000,-654027946563071205775018405346747131132652712052951803549353080905539780608.00000
,1797,469560873917854544329494840950114496612682553649053386755231942308219846656.00000,0.00071,3686631032112945569548691825292936361076708933683597151441525666079571968.00000,0.00000,-718737907230610204008708621035776036630365708465937600282302886286930739200.00000
,1798,516019539548145629242011580787717553887684002558096676482751604039987757056.00000,0.00070,4051388762019448125451756975584677342390801466009897889855729590845046784.00000,0.00000,-789850314508571883227246093768166348722570860709880171367431337777444159488.00000
,1799,567074856501061151901491796661684131077984224382563250246587768054631890944.00000,0.00070,4452235864680535981864901195204120861545685569557976012634871092863827968.00000,0.00000,-867998630729129805305989304807516890688148758088883068540782023832189796352.00000
,1800,623181620520196650072346200073069744056414460858164841025246631971166093312.00000,0.00070,4892743046674937760418195262204272929839215803743716545211742653230612480.00000,0.00000,-953878993409538839415329993755501633455718214699935036772560443504609722368.00000
,1801,684839625142949076370152697083468754238387024964792154008570154929111433216.00000,0.00069,5376834302668657234431556949494089377829428962959784049708835905994752000.00000,0.00000,-1048256416376694069310840106650863758408045275602998601516634518105851166720.00000
,1802,752598113812207703901857679029500117214664508954443259874075081943002644480.00000,0.00069,5908821869973642147734151693653315992536004570795232094942003349719875584.00000,0.00000,-1151971604435083480829977358491395464077727115540792097535876268434451857408.00000
,1803,827060672482941111794143912947540869299474014001280536226380113760867057664.00000,0.00069,6493444641533780891482957686283726260438118217819254678094102456688443392.00000,0.00000,-1265948442282527719280168406868014247585108534530994346961974327267383312384.00000
,1804,908890606306538662491858746200707578875121621821572073241746893317777391616.00000,0.00068,7135910379517305779326696209951264047835467704682463452951826880134119424.00000,0.00000,-1391202224384229804536786305910943586858149657807071690856641576506654457856.00000
,1805,998816848287881987814236194016474341972585450558308952224963848882750488576.00000,0.00068,7841942105550159253674867640363335651578789681289947557816949384801157120.00000,0.00000,-1528848699116047240145353984693016161524055808968205626801883430859697029120.00000
,1806,1097640452548882964418548042380155174309821313949898030778704806418889834496.00000,0.00068,8617829080829942407006779878543095747680441352845180661107258031809232896.00000,0.00000,-1680114007741321708340871710007727135538128510387822191269350226025022226432.00000
,1807,1206241730039841534421655190413627318983628606774190630223654175955969114112.00000,0.00067,9470482830246292980249124316071610154955085922541867339867637520340615168.00000,0.00000,-1846345606756697793692334928116255664752492695482398956779929987951779381248.00000
,1808,1325588090262836993993325348284199869896507911625229253612635309688271929344.00000,0.00067,10407498709565055407366872274052936967950299973015635523334931698092605440.00000,0.00000,-2029024270902110477900826900295825374717439416833620454037718631802675920896.00000
,1809,1456742658860456167232919336540541235534365625165253514392694111231507693568.00000,0.00066,11437223564110657703317643887866194377420040090923923998930073006410563584.00000,0.00000,-2229777283756578713492174137829724329431829118450409304005706749598102454272.00000
,1810,1600873747834489423167728447624808882660643517447011689630881607482609762304.00000,0.00066,12568830081643589700015254066246140236038301063099614820396783425151827968.00000,0.00000,-2450392933420328311712204654099071307153344089004545543856675335217833050112.00000
,1811,1759265262754372964768868083557709011259109083524420824874649389529682673664.00000,0.00066,13812398501761099185702567000212357502269978005829344888247614360000659456.00000,0.00000,-2692836442409364943123190623983518228352508431116309824309992199963663138816.00000
,1812,1933328139661766172672374943029276779819298577566989011175049025788238102528.00000,0.00065,15179006409680430571216337301251771636775821055068573537191080040054390784.00000,0.00000,-2959267473664420887751055248306091755531973091248337936215581886704764583936.00000
,1813,2124612913550085875613567977110707063166976779624921380445364150353088479232.00000,0.00065,16680827414278774419219937326381945410840359973941392749790999643066204160.00000,0.00000,-3252059368616092189544546298636665914890379644999354909191936461069814333440.00000
,1814,2334823530377777197150588072858530347648390649548163520523048914276289871872.00000,0.00065,18331239589404217730424125414622315892021353281904518342606288915651362816.00000,0.00000,-3573820288676952302391501502414284788013634452281566456594448711002099810304.00000
,1815,2565832525651376783308965011071258664848956811119479946587739092255938445312.00000,0.00064,20144944644442241607253302844618569351806026941262631658924060057503006720.00000,0.00000,-3927416448486978042635495626574785599459923886106120891783208598530619867136.00000
,1816,2819697704787695591072373429482958815878205968861451269651113875987570360320.00000,0.00064,22138098885697429414352764006584878500977468846131416736653333579828297728.00000,0.00000,-4315997647871750422746383980413346122256165112017515875988005299997196156928.00000
,1817,3098680473842145768986129595439436191452430891214416521260876101789711073280.00000,0.00064,24328457135181527800655372428995796266428359513048978347332234054557761536.00000,0.00000,-4743025329949612314014515823870918540136242458111234683175560290919233093632.00000
,1818,3405265983891538651183682363507755195368815449208921857211109853245206429696.00000,0.00063,26735530888822247655113181152309683905523662307147176551730235753451487232.00000,0.00000,-5212303415326629791716127663792103288121063388429571894639962335920762388480.00000
,1819,3742185268515532874437641571727985052763203153718565012003771266421443526656.00000,0.00063,29380762122950595507713497874679775581486638261227862637553998069359443968.00000,0.00000,-5728012187047348270024830691920431246175665009433800582663522107630127415296.00000
,1820,4112439571575243742858465621074653975955431024150605718358956580115916521472.00000,0.00063,32287714297317826705895763491950793345526304641565715197885471203142926336.00000,0.00000,-6294745528145141188580056576777589515562421085284784993290679201112306745344.00000
,1821,4519327081998472966542491333563738118039679119046676109712422316704253607936.00000,0.00062,35482282256078112068827781865098441928027107134710090703950302068833517568.00000,0.00000,-6917551843500592871231405790834102917739684878713914986852458663616165445632.00000
,1822,4966472313722393831956740689987687484447511005682282191885631063386916651008.00000,0.00062,38992922896514273101688680937194484505320679457013471016816554019167141888.00000,0.00000,-7601979030535815411267712186947524802832079321976101036498228127685270306816.00000
,1823,5457858392507339413771725587588294319604338134120339461822354319306412523520.00000,0.00062,42850908660280856560817243269646210274613755373055624156433440123658436608.00000,0.00000,-8354123899339200591139737238380926085793494163328251760553637651828413825024.00000
,1824,5997862537229447077167251907129267437003133300204517244226651328672362921984.00000,0.00061,47090606105239619156343149228812808070617310786601026642111357828219273216.00000,0.00000,-9180686482450248365306778704374308542656410225568914244901656809393530863616.00000
,1825,6591295051716035009000192696821934548260166172852164586406444683281530093568.00000,0.00061,51749782039378030294409122722638007022958622988104921897691932117444853760.00000,0.00000,-10089029718090672096085262965762695546303286038433659007603277381289937731584.00000
,1826,7243442174459140386951510998589090177449061651432457640295224625479125303296.00000,0.00061,56869939943821538216287609218176954055979951786807512611399179352800231424.00000,0.00000,-11087245038494142343727143655399191299730081833632419902437846901396858732544.00000
,1827,7960113167908259428418487825109584486460531451481866623380639081596505292800.00000,0.00060,62496689681762756213557340891265044776548327795633742115960844456353071104.00000,0.00000,-12184224447589063207594101059571437893147623400122611772501918381922920169472.00000
,1828,8747692066809071649980693115994992461505491288290445582990919394653168992256.00000,0.00060,68680153786638363795110667898983197119592161373362093752626328262382977024.00000,0.00000,-13389739730095299695439110869310287322700322790633380175318857987443614810112.00000
,1829,9613194546557266508389718801192864985025435304867501676119487450276039753728.00000,0.00060,75475413948728868765685133216289886079790349388399108304835653423629074432.00000,0.00000,-14714529497621685647132370749074160685720683499010651029245630819732520173568.00000
,1830,10564330418145181819852455761264591842880149359710712618597475847991921213440.00000,0.00059,82943001677439909218277888558605173622565248926138456067478341153533722624.00000,0.00000,-16170394847162397312578700333331403762337258766178954644018006717635512762368.00000
,1831,11609572306400083273466497584468560488764213715060106063754906668478400299008.00000,0.00059,91149437510036499991929231013065790951567596974624786788087620721985978368.00000,0.00000,-17770304484108691295453624370623444818336223865854578616611610560095819137024.00000
,1832,12758231123293089269134516243417020580807481764930747576438316002330873430016.00000,0.00059,100167823570048635871279558954383618676582381464169860140644674623523258368.00000,0.00000,-19528510246201416379490235611516007305475899578179806664898961159683546546176.00000
,1833,14020539008627545283628673348261001961695965686389989008825176191161683935232.00000,0.00059,110078494753800185931612266064775632701094663854577982697765434828139790336.00000,0.00000,-21460674057500360288069691635249894471138918096858955535445355099119733964800.00000
,1834,15407740476934360587535489838392838725711729433195350217998079614540216008704.00000,0.00058,120969734345766747938954562226033573217536021903398851922470113471585320960.00000,0.00000,-23584007443263869006408906888457157095903191460509900930984311025234496978944.00000
,1835,16932192582501873677115235831385481636265270099359814858244184202172092645376.00000,0.00058,132938560437393561635582109431806903082028661108464365347371691455201411072.00000,0.00000,-25917424848523598525815478670321211085632739868574089867416892943779217014784.00000
,1836,18607474994800487168615547025086237242186410152638739084878109768020666613760.00000,0.00058,146091590154715308343084036843757292878134920797761081095663959636659142656.00000,0.00000,-28481712126101160107652336850069299392175855725150843666379399701423294775296.00000
,1837,20448510964843150321448400513314006096613875281475594536729899093876277248000.00000,0.00057,160545989393231937725287935019510643698173778481255410302145937346016575488.00000,0.00000,-31299711694941357740443350767878009593520176354571817685982955421051662630912.00000
