,22902.77267,6.46776,184.54230,0.82278,-3156.15183
,25168.78825,6.43348,202.29077,0.79809,-3468.43151
,27659.00492,6.39938,221.79987,0.77415,-3811.60821
,30395.60529,6.36546,243.24377,0.75093,-4188.73890
,33402.96673,6.33173,266.81385,0.72840,-4603.18302
,36707.87850,6.29817,292.72045,0.70655,-5058.63239
,40339.78045,6.26479,321.19468,0.68535,-5559.14409
,44331.02520,6.23158,352.49057,0.66479,-6109.17663
,48717.16636,6.19856,386.88724,0.64485,-6713.62964
,53537.27525,6.16570,424.69145,0.62550,-7377.88751
,58834.28892,6.13303,466.24031,0.60674,-8107.86738
,64655.39266,6.10052,511.90427,0.58853,-8910.07184
,71052.44027,6.06819,562.09046,0.57088,-9791.64682
,78082.41604,6.03603,617.24625,0.55375,-10760.44531
,85807.94229,6.00404,677.86332,0.53714,-11825.09727
,94297.83726,5.97222,744.48196,0.52102,-12995.08649
,103627.72809,5.94056,817.69594,0.50539,-14280.83513
,113880.72453,5.90908,898.15777,0.49023,-15693.79650
,125148.15927,5.87776,986.58452,0.47553,-17246.55710
,137530.40150,5.84661,1083.76421,0.46126,-18952.94879
,151137.75103,5.81562,1190.56283,0.44742,-20828.17191
,166091.42079,5.78480,1307.93204,0.43400,-22888.93076
,182524.61659,5.75414,1436.91767,0.42098,-25153.58238
,200583.72373,5.72364,1578.66903,0.40835,-27642.30005
,220429.61097,5.69331,1734.44912,0.39610,-30377.25302
,242239.06350,5.66313,1905.64593,0.38422,-33382.80398
,266206.35779,5.63312,2093.78476,0.37269,-36685.72607
,292544.99215,5.60326,2300.54184,0.36151,-40315.44139
,321489.58853,5.57356,2527.75923,0.35066,-44304.28309
,353297.98255,5.54402,2777.46126,0.34014,-48687.78336
,388253.52027,5.51464,3051.87253,0.32994,-53504.99000
,426667.58218,5.48541,3353.43778,0.32004,-58798.81420
,468882.35695,5.45634,3684.84360,0.31044,-64616.41282
,515273.88966,5.42742,4049.04239,0.30113,-71009.60845
,566255.43152,5.39866,4449.27870,0.29209,-78035.35105
,622281.12108,5.37004,4889.11806,0.28333,-85756.22523
,683850.02969,5.34158,5372.47880,0.27483,-94241.00778
,751510.60713,5.31327,5903.66691,0.26659,-103565.28031
,825865.56716,5.28511,6487.41445,0.25859,-113812.10250
,907577.25647,5.25710,7128.92165,0.25083,-125072.75205
,997373.55474,5.22924,7833.90325,0.24331,-137447.53771
,1096054.35858,5.20152,8608.63943,0.23601,-151046.69284
,1204498.70687,5.17395,9460.03173,0.22893,-165991.35737
,1323672.61122,5.14653,10395.66451,0.22206,-182414.65692
,1454637.66105,5.11926,11423.87257,0.21540,-200462.88860
,1598560.48014,5.09212,12553.81533,0.20893,-220296.82430
,1756723.11881,5.06514,13795.55846,0.20267,-242093.14275
,1930534.47430,5.03829,15160.16355,0.19659,-266046.00341
,2121542.84108,5.01159,16659.78660,0.19069,-292368.77601
,2331449.70289,4.98503,18307.78636,0.18497,-321295.94121
,2562124.88943,4.95861,20118.84328,0.17942,-353085.17936
,2815623.23257,4.93233,22109.09034,0.17404,-388019.66585
,3094202.87063,4.90618,24296.25668,0.16882,-426410.59366
,3400345.36363,4.88018,26699.82562,0.16375,-468599.94539
,3736777.79881,4.85432,29341.20814,0.15884,-514963.53963
,4106497.08322,4.82859,32243.93364,0.15407,-565914.37873
,4512796.63988,4.80300,35433.85956,0.14945,-621906.32774
,4959295.74531,4.77754,38939.40167,0.14497,-683438.15743
,5449971.76964,4.75222,42791.78722,0.14062,-751057.98730
,5989195.60664,4.72703,47025.33311,0.13640,-825368.16813
,6581770.60925,4.70198,51677.75156,0.13231,-907030.64770
,7232975.37731,4.67706,56790.48609,0.12834,-996772.86736
,7948610.77887,4.65227,62409.08064,0.12449,-1095394.24197
,8735051.62374,4.62761,68583.58533,0.12075,-1203773.28104
,9599303.44963,4.60309,75369.00225,0.11713,-1322875.41437
,10549064.92684,4.57869,82825.77544,0.11362,-1453761.59208
,11592796.43722,4.55442,91020.32930,0.11021,-1597597.73535
,12739795.43844,4.53029,100025.66034,0.10690,-1755665.12240
,14000279.28483,4.50627,109921.98735,0.10370,-1929371.80198
,15385476.24257,4.48239,120797.46606,0.10058,-2120265.13610
,16907725.50996,4.45864,132748.97436,0.09757,-2330045.58381
,18580587.13381,4.43500,145882.97531,0.09464,-2560581.84872
,20418962.80098,4.41150,160316.46551,0.09180,-2813927.52520
,22439228.58116,4.38812,176178.01725,0.08905,-3092339.39163
,24659380.80329,4.36486,193608.92388,0.08638,-3398297.51353
,27099196.36507,4.34173,212764.45841,0.08378,-3734527.33577
,29780408.90365,4.31872,233815.25662,0.08127,-4104023.96055
,32726902.39669,4.29583,256948.83717,0.07883,-4510078.82747
,35964923.91854,4.27306,282371.27189,0.07647,-4956309.03336
,39523317.44654,4.25041,310309.02153,0.07417,-5446689.55301
,43433780.80037,4.22788,341010.95299,0.07195,-5985588.64787
,47731148.00311,4.20548,374750.55626,0.06979,-6577806.77811
,52453699.57927,4.18319,411828.38057,0.06770,-7228619.36458
,57643503.55398,4.16102,452574.71172,0.06567,-7943823.78183
,63346790.19076,4.13896,497352.51420,0.06370,-8729791.00047
,69614363.80623,4.11703,546560.66446,0.06178,-9593522.33921
,76502055.32992,4.09521,600637.50403,0.05993,-10542711.83190
,84071219.64071,4.07350,660064.74425,0.05813,-11585814.76520
,92389282.11008,4.05191,725371.75732,0.05639,-12732122.99748
,101530339.22065,4.03044,797140.29185,0.05470,-13991847.72978
,111575818.61042,4.00908,876009.65506,0.05306,-15376210.46613
,122615204.42210,3.98783,962682.40766,0.05146,-16897542.97370
,134746834.41909,3.96669,1057930.62216,0.04992,-18569397.13286
,148078775.96861,3.94567,1162602.76047,0.04842,-20406665.65610
,162729788.69518,3.92476,1277631.23186,0.04697,-22425714.75077
,178830382.37965,3.90396,1404040.69881,0.04556,-24644529.90768
,196523979.52754,3.88326,1542957.20458,0.04419,-27082876.11411
,215968192.96259,3.86268,1695618.20391,0.04287,-29762473.91831
,237336229.82629,3.84221,1863383.58612,0.04158,-32707192.91406
,260818434.49009,3.82185,2047747.78891,0.04034,-35943264.36864
,286623984.12434,3.80159,2250353.11061,0.03913,-39499514.88840
,314982752.02796,3.78144,2473004.33967,0.03795,-43407623.20331
,346147355.31715,3.76140,2717684.83150,0.03681,-47702402.35798
,380395405.21387,3.74147,2986574.17601,0.03571,-52422109.82286
,418031979.97930,3.72164,3282067.61319,0.03464,-57608788.28799
,459392342.52098,3.70191,3606797.36968,0.03360,-63308640.17519
,504844926.88181,3.68229,3963656.10636,0.03259,-69572439.20463
,554794620.21434,3.66278,4355822.68592,0.03161,-76455982.68222
,609686369.47565,3.64336,4786790.48985,0.03066,-84020588.53644
,670009144.97115,3.62405,5260398.53709,0.02974,-92333641.53250
,736300296.05393,3.60485,5780865.68173,0.02885,-101469193.52911
,809150337.78002,3.58574,6352828.19404,0.02799,-111508623.12526
,889208211.15840,3.56674,6981381.05998,0.02715,-122541360.57269
,977187063.85375,3.54783,7672123.36684,0.02633,-134665684.41183
,1073870602.83568,3.52903,8431208.17929,0.02554,-147989596.92736
,1180120075.56341,3.51032,9265397.35035,0.02478,-162631786.22194
,1296881941.89341,3.49172,10182121.75527,0.02403,-178722683.47817
,1425196305.05078,3.47321,11189547.48505,0.02331,-196405624.82673
,1566206176.76651,3.45481,12296648.58917,0.02261,-215838128.17054
,1721167659.11357,3.43649,13513287.01554,0.02193,-237193296.33876
,1891461133.74071,3.41828,14850300.45977,0.02128,-260661359.06977
,2078603558.17644,3.40016,16319598.90630,0.02064,-286451367.55897
,2284261978.73758,3.38214,17934270.72135,0.02002,-314793056.66626
,2510268380.41389,3.36422,19708699.24282,0.01942,-345938891.37163
,2758636006.01027,3.34639,21658690.90563,0.01884,-380166315.70834
,3031577289.91574,3.32865,23801616.04393,0.01827,-417780224.20708
,3331523566.25140,3.31101,26156563.62427,0.01772,-459115677.86653
,3661146726.95577,3.29346,28744511.28827,0.01719,-504540888.84373
,4023383022.73545,3.27601,31588512.21939,0.01667,-554460500.45179
,4421459218.89773,3.25864,34713900.49843,0.01617,-609319191.68277
,4858921339.05869,3.24137,38148516.77699,0.01569,-669605638.36438
,5339666252.77291,3.22419,41922956.27932,0.01522,-735856866.23622
,5867976388.46433,3.20711,46070841.34149,0.01476,-808663034.72226
,6448557880.87760,3.19011,50629120.91595,0.01432,-888672694.01299
,7086582492.86366,3.17320,55638399.70907,0.01389,-976598562.28672
,7787733684.93470,3.15638,61143299.88395,0.01347,-1073223874.53306
,8558257242.97168,3.13965,67192858.55019,0.01307,-1179409359.53317
,9405016915.07075,3.12301,73840964.58171,0.01268,-1296100907.14715
,10335555553.13654,3.10646,81146838.65350,0.01230,-1424337994.20789
,11358162303.86525,3.09000,89175560.77358,0.01193,-1565262944.07850
,12481946447.64842,3.07362,97998650.00930,0.01157,-1720131102.35651
,13716918543.14704,3.05733,107694701.57220,0.01122,-1890322019.36903
,15074079600.36385,3.04113,118350086.93636,0.01089,-2077351739.07143
,16565519076.55882,3.02501,130059723.22706,0.01056,-2282886303.81783
,18204522567.94574,3.00898,142927918.73319,0.01024,-2508756595.30258
,20005690156.47705,2.99303,157069302.07520,0.00994,-2756974643.87439
,21985066465.93841,2.97716,172609843.30561,0.00964,-3029751551.50482
,24160283585.87980,2.96139,189687976.03782,0.00935,-3329517188.06730
,26550718136.53566,2.94569,208455830.59917,0.00907,-3658941836.37898
,29177663873.85279,2.93008,229080589.19293,0.00880,-4020959978.81762
,32064521372.17470,2.91455,251745975.14088,0.00853,-4418796437.40197
,35237006474.25710,2.89910,276653889.47267,0.00828,-4855995100.18934
,38723379365.46674,2.88374,304026209.44028,0.00803,-5336450489.88194
,42554696312.73406,2.86845,334106764.97880,0.00779,-5864442455.85218
,46765086310.72558,2.85325,367163510.71950,0.00755,-6444674298.62012
,51392055099.57272,2.83813,403490912.90336,0.00733,-7082314666.39202
,56476819262.31732,2.82309,443412572.45736,0.00711,-7783043596.87043
,62064673378.18090,2.80812,487284107.59977,0.00689,-8553103114.47151
,68205393502.22293,2.79324,535496321.65222,0.00669,-9399352833.66487
,74953680565.54529,2.77844,588478684.27729,0.00649,-10329331063.74477
,82369647645.80824,2.76371,646703157.15205,0.00629,-11351321959.34817
,90519355448.61584,2.74906,710688398.15626,0.00610,-12474429314.88972
,99475400769.78630,2.73449,781004381.52576,0.00592,-13708657660.26730
,109317563180.47128,2.72000,858277475.12695,0.00574,-15065001380.23068
,120133515695.73177,2.70558,943196020.08012,0.00557,-16555542651.27994
,132019605757.13606,2.69124,1036516462.43451,0.00540,-18193559068.50574
,145081713486.29626,2.67698,1139070091.51531,0.00524,-19993641921.10097
,159436194854.58139,2.66279,1251770444.96727,0.00508,-21971826170.13018
,175210918170.67001,2.64868,1375621446.45818,0.00493,-24145733286.38626
,192546403118.87180,2.63464,1511726348.53223,0.00478,-26534728220.71961
,211597072494.65930,2.62068,1661297560.27516,0.00464,-29160091905.11637
,232532627787.74701,2.60679,1825667447.33526,0.00450,-32045210821.14819
,255539560866.27643,2.59297,2006300200.50548,0.00437,-35215785324.45067
,280822815228.04138,2.57923,2204804878.59110,0.00423,-38700058580.96448
,308607611617.01599,2.56556,2422949741.74738,0.00411,-42529068154.28064
,339141454267.59827,2.55196,2662678002.96711,0.00398,-46736922485.20536
,372696335647.99493,2.53844,2926125138.03096,0.00386,-51361104726.39716
,409571159342.38568,2.52498,3215637908.11569,0.00375,-56442806638.60532
,450094402654.66248,2.51160,3533795264.51205,0.00364,-62027295522.82468
,494627042651.95642,2.49829,3883431321.66928,0.00353,-68164317456.96208
,543565771712.85992,2.48505,4267660603.20797,0.00342,-74908540429.00737
,597346531224.13196,2.47188,4689905785.79024,0.00332,-82320041314.09526
,656448394903.70911,2.45878,5153928187.98695,0.00322,-90464841033.40234
,721397836342.28174,2.44575,5663861275.73369,0.00312,-99415492662.02151
,792773418778.27637,2.43278,6224247482.83894,0.00303,-109251727724.62161
,871210948882.29846,2.41989,6840078674.53781,0.00294,-120061166436.02956
,957409140460.44104,2.40706,7516840614.53675,0.00285,-131940098213.48946
,1052135838528.17090,2.39431,8260561831.65729,0.00276,-144994339413.32379
,1156234859198.23096,2.38162,9077867321.37802,0.00268,-159340175932.63181
,1270633506311.60742,2.36899,9976037560.64297,0.00260,-175105399072.62735
,1396350831768.97168,2.35644,10963073361.63440,0.00252,-192430443890.98557
,1534506713144.81714,2.34395,12047767142.22104,0.00245,-211469640183.52881
,1686331829446.78516,2.33153,13239781247.95200,0.00237,-232392587238.87405
,1853178623883.26318,2.31917,14549734023.28092,0.00230,-255385664612.22067
,2036533351294.51074,2.30688,15989294398.73435,0.00223,-280653692376.10303
,2238029317564.64697,2.29465,17571285836.59755,0.00217,-308421755637.45837
,2459461428949.87744,2.28249,19309800561.05576,0.00210,-338937209573.62921
,2702802180926.94580,2.27039,21220325090.34161,0.00204,-372471882847.96216
,2970219228988.90479,2.25836,23319878189.11695,0.00198,-409324499032.81500
,3264094697907.12012,2.24639,25627162469.95513,0.00192,-449823337609.76837
,3587046401464.52051,2.23448,28162730994.37489,0.00186,-494329158250.97034
,3941951161683.39014,2.22264,30949170357.49164,0.00180,-543238414430.82648
,4331970435273.08936,2.21086,34011301887.18597,0.00175,-596986784994.56885
,4760578475575.58496,2.19914,37376402750.05196,0.00170,-656053055142.57422
,5231593280872.62598,2.18749,41074448933.71526,0.00165,-720963381401.85327
,5749210604739.04883,2.17589,45138382269.98357,0.00160,-792295978576.66113
,6318041331403.08887,2.16436,49604403877.44556,0.00155,-870686270429.12292
,6943152549049.73828,2.15289,54512296637.47588,0.00150,-956832549971.63159
,7630112686944.09668,2.14148,59905779576.23092,0.00146,-1051502199792.34424
,8385041118451.76855,2.13013,65832897309.43535,0.00141,-1155538527823.82861
,9214662671815.13867,2.11884,72346448019.09517,0.00137,-1269868279447.21021
,10126367534262.16602,2.10761,79504453774.51184,0.00133,-1395509892848.90967
,11128277083067.59570,2.09644,87370677387.17081,0.00129,-1533582571167.87256
,12229316229983.21680,2.08533,96015190403.59700,0.00125,-1685316252247.09033
,13439292923474.24219,2.07428,105514997295.80174,0.00121,-1852062564798.97632
,14768985516959.90625,2.06328,115954721409.54825,0.00118,-2035306868581.04102
,16230238781325.98047,2.05235,127427358780.79541,0.00114,-2236681485834.57275
,17836069416979.23438,2.04147,140035106535.24265,0.00111,-2457980241850.66650
,19600782005334.84375,2.03065,153890273250.27753,0.00108,-2701174444189.55176
,21540096432621.18359,2.01989,169116279388.74069,0.00104,-2968430442894.51172
,23671287921080.76172,2.00918,185848756716.27417,0.00101,-3262128928125.07471
,26013340914951.42969,1.99853,204236756495.75409,0.00098,-3584886137110.88086
,28587118192029.08203,1.98794,224444077221.28552,0.00095,-3939577159335.69385
,31415546707241.00391,1.97741,246650723719.08316,0.00092,-4329361547551.83887
,34523821823706.16406,1.96693,271054510612.76489,0.00090,-4757711462765.46875
,37939631750552.63281,1.95650,297872824436.56958,0.00087,-5228442603905.41992
,41693404186762.15625,1.94613,327344560093.23035,0.00084,-5745748197694.10645
,45818577368121.00781,1.93582,359732248906.27991,0.00082,-6314236351498.88184
,50351897931736.67969,1.92556,395324397223.26782,0.00079,-6938971101899.38965
,55333748251468.25000,1.91535,434438056401.93842,0.00077,-7625517524627.51758
,60808506160142.28125,1.90520,477421647072.55267,0.00075,-8379991307714.84473
,66824940262924.37500,1.89510,524658062834.60541,0.00072,-9209113229440.33008
,73436644363258.96875,1.88506,576568081035.36304,0.00070,-10120269026362.42383
,80702514871201.04688,1.87507,633614111013.10168,0.00068,-11121575184734.16211
,88687275446846.09375,1.86513,696304313194.02771,0.00066,-12221951241364.67773
,97462053552330.56250,1.85525,765197125735.39197,0.00064,-13431199237976.11523
,107105014048271.21875,1.84541,840906239037.68738,0.00062,-14760091036827.55664
,117702055478658.28125,1.83563,924106062438.39856,0.00060,-16220464275404.90625
,129347575246639.59375,1.82590,1015537731784.07104,0.00058,-17825327814931.73438
,142145310497306.62500,1.81623,1116015711395.56299,0.00057,-19588977622026.00391
,156209262197983.37500,1.80660,1226435049236.13599,0.00055,-21527124115765.11328
,171664710647634.59375,1.79702,1347779349910.70972,0.00053,-23657032114554.35547
,188649331461451.21875,1.78750,1481129536518.97412,0.00052,-25997674629431.80469
,207314421971694.12500,1.77803,1627673479412.08252,0.00050,-28569901873785.14844
,227826248969454.06250,1.76860,1788716577624.94751,0.00049,-31396626995002.58594
,250367529792879.25000,1.75923,1965693387242.49536,0.00047,-34503030182536.83594
,275139059955258.53125,1.74991,2160180400284.22388,0.00046,-37916782970557.13281
,302361501811711.31250,1.74063,2373910087940.10791,0.00044,-41668294733254.79688
,332277350197751.25000,1.73141,2608786333253.62305,0.00043,-45790983568558.73438
,365153092549438.43750,1.72223,2866901390724.70312,0.00042,-50321573983266.05469
,401281582747258.62500,1.71310,3150554523907.11328,0.00041,-55300424031337.78125
,440984649829696.75000,1.70402,3462272487022.12061,0.00039,-60771884819475.53906
,484615964814669.25000,1.69499,3804832033036.66309,0.00038,-66784695582419.34375
,532564191166178.12500,1.68601,4181284648705.76611,0.00037,-73392417847258.62500
,585256446970234.50000,1.67707,4594983736916.53027,0.00036,-80653912554249.23438
,643162109660774.12500,1.66818,5049614488471.33691,0.00035,-88633864384282.06250
,706796997187688.87500,1.65934,5549226709405.18750,0.00034,-97403357963660.45312
,776727962872408.87500,1.65055,6098270896259.67773,0.00033,-107040511078962.15625
,853577944881555.62500,1.64180,6701637880668.61328,0.00032,-117631170542601.67188
,938031515298882.75000,1.63310,7364702396405.33105,0.00031,-129269676907794.53125
,1030840978226089.75000,1.62444,8093370956982.70117,0.00030,-142059704844929.71875
,1132833071233792.50000,1.61583,8894134470294.76758,0.00029,-156115186665340.15625
,1244916329858516.75000,1.60727,9774126058986.06836,0.00028,-171561327219129.84375
,1368089180747929.00000,1.59875,10741184601606.81641,0.00027,-188535719207668.65625
,1503448835547247.00000,1.59028,11803924560572.30469,0.00026,-207189568845847.50000
,1652201064752696.75000,1.58185,12971812718947.10938,0.00026,-227689042792174.09375
,1815670938596540.00000,1.57346,14255252509617.84570,0.00025,-250216748345028.96875
,1995314630642420.00000,1.56513,15665676688050.44141,0.00024,-274973360090525.53125
,2192732389236294.75000,1.55683,17215649174151.75000,0.00023,-302179407491992.37500
,2409682792361364.00000,1.54858,18918976970432.77344,0.00023,-332077239344750.06250
,2648098412877837.00000,1.54037,20790833153429.51953,0.00022,-364933182595351.56250
,2910103033691960.50000,1.53221,22847892033976.94141,0.00021,-401039914755836.87500
,3198030566205332.50000,1.52409,25108477690330.41406,0.00021,-440719071046233.62500
,3514445840568196.00000,1.51601,27592727197253.20312,0.00020,-484324109489473.75000
,3862167452934240.00000,1.50797,30322770005098.53125,0.00020,-532243459480709.00000
,4244292873238008.00000,1.49998,33322925066777.54297,0.00019,-584903981878172.25000
,4664226037152528.00000,1.49203,36619917468600.77344,0.00018,-642774771437733.50000
,5125707668013611.00000,1.48412,40243116494719.35156,0.00018,-706371335462862.62500
,5632848598815530.00000,1.47626,44224797245820.58594,0.00017,-776260185893003.75000
,6190166391107154.00000,1.46843,48600428142551.59375,0.00017,-853063885736231.50000
,6802625576986051.00000,1.46065,53408986874723.07812,0.00016,-937466594799316.00000
,7475681882662297.00000,1.45291,58693307610737.86719,0.00016,-1030220164116014.00000
,8215330827531139.00000,1.44521,64500462560151.51562,0.00015,-1132150833362154.25000
,9028161131670282.00000,1.43755,70882181288286.84375,0.00015,-1244166590917434.50000
,9921413407510530.00000,1.42993,77895311518115.73438,0.00014,-1367265262136630.00000
,10903044658499416.00000,1.42235,85602325524185.95312,0.00014,-1502543397879750.50000
,11981799159305568.00000,1.41481,94071876629500.57812,0.00014,-1651206042479284.75000
,13167286348957708.00000,1.40732,103379410762569.15625,0.00013,-1814577468156632.50000
,14470066430782710.00000,1.39986,113607838522320.95312,0.00013,-1994112971508850.25000
,15901744441658546.00000,1.39244,124848273737568.34375,0.00012,-2191411837147649.00000
,17475073628541770.00000,1.38506,137200845100035.45312,0.00012,-2408231583969475.00000
,19204069053137492.00000,1.37772,150775588100899.25000,0.00012,-2646503620961034.00000
,21104132436691072.00000,1.37042,165693425216126.15625,0.00011,-2908350452000651.50000
,23192189357006656.00000,1.36315,182087243071998.68750,0.00011,-3196104582914126.50000
,25486840019830112.00000,1.35593,200103076186116.75000,0.00011,-3512329299207299.50000
,28008524947653024.00000,1.34874,219901407828522.21875,0.00010,-3859841499561312.00000
,30779707061877296.00000,1.34159,241658599590889.59375,0.00010,-4241736788489092.50000
,33825071780310436.00000,1.33448,265568462398244.37500,0.00010,-4661417051676000.00000
,37171746912440272.00000,1.32741,291843982957627.62500,0.00009,-5122620759643028.00000
,40849544311294632.00000,1.32037,320719221022741.06250,0.00009,-5629456269674635.00000
,44891225434496992.00000,1.31338,352451394375220.12500,0.00009,-6186438422661497.00000
,49332793180109816.00000,1.30642,387323170095342.68750,0.00009,-6798528760859258.00000
,54213812596910672.00000,1.29949,425645182532588.12500,0.00008,-7471179724819114.00000
,59577763325956632.00000,1.29260,467758800405880.37500,0.00008,-8210383223192158.00000
,65472426912951864.00000,1.28575,514039167682572.50000,0.00008,-9022724008062506.00000
,71950312441558808.00000,1.27894,564898545324023.12500,0.00008,-9915438331271442.00000
,79069124279152688.00000,1.27216,620789983665706.25000,0.00007,-10896478404237358.00000
,86892276101652528.00000,1.26542,682211358145055.12500,0.00007,-11974583235473172.00000
,95489455776311328.00000,1.25871,749709804326907.37500,0.00007,-13159356476814956.00000
,104937246134385760.00000,1.25204,823886591733321.50000,0.00007,-14461351971808230.00000
,115319807163467280.00000,1.24540,905402479893361.50000,0.00007,-15892167768308606.00000
,126729625696376896.00000,1.23880,994983604324015.50000,0.00006,-17464549432751760.00000
,139268339274778480.00000,1.23224,1093427944873986.50000,0.00006,-19192503586406068.00000
,153047641526406816.00000,1.22571,1201612434049725.75000,0.00006,-21091422674977724.00000
,168190277120921632.00000,1.21921,1320500768643980.00000,0.00006,-23178222083003676.00000
,184831135167356448.00000,1.21275,1451151994252069.00000,0.00006,-25471490814433968.00000
,203118450793039424.00000,1.20632,1594729939145921.50000,0.00005,-27991657081651192.00000
,223215125607533024.00000,1.19993,1752513581541893.25000,0.00005,-30761170277977904.00000
,245300178814155136.00000,1.19357,1925908442612967.50000,0.00005,-33804700954665068.00000
,269570341895440992.00000,1.18724,2116459106733171.25000,0.00005,-37149360583736960.00000
,296241811077846656.00000,1.18095,2325862980483313.50000,0.00005,-40824943064318336.00000
,325552173186477632.00000,1.17469,2555985412981916.00000,0.00005,-44864190123758480.00000
,357762522045167040.00000,1.16846,2808876312231759.00000,0.00005,-49303082977719160.00000
,393159784274587328.00000,1.16227,3086788405498817.50000,0.00004,-54181162847306128.00000
,432059275206376128.00000,1.15611,3392197306385258.50000,0.00004,-59541883188378896.00000
,474807507681108480.00000,1.14998,3727823567352003.50000,0.00004,-65432996770663160.00000
,521785278750610944.00000,1.14389,4096656914132560.50000,0.00004,-71906981054728448.00000
,573411061780658880.00000,1.13783,4501982877915906.50000,0.00004,-79021505656047184.00000
,630144734170573952.00000,1.13180,4947412062535280.00000,0.00004,-86839946060259184.00000
,692491673895881728.00000,1.12580,5436912307372130.00000,0.00004,-95431948165766576.00000
