120.54 121.05 121.56 122.06 122.56 123.06 123.55 124.03 124.52 124.99 125.46 125.92 126.38 126.83 127.27 127.70 128.11 128.52 128.92 129.31 129.68 130.04 130.39 130.72 131.03 131.34 131.62 131.89 132.14 132.37 132.59 132.78 132.96 133.11 133.25 133.37 133.46 133.53 133.59 133.62 133.63 133.62 133.59 133.53 133.46 133.37 133.25 133.11 132.96 132.78 132.59 132.37 132.14 131.89 131.62 131.34 131.03 130.72 130.39 130.04 129.68 129.31 128.92 128.52 128.11 127.70 127.27 126.83 126.38 125.92 125.46 124.99 124.52 124.03 123.55 123.06 122.56 122.06 121.56 121.05 120.54 120.03 119.52 119.01 118.50 117.98 117.47 116.95 116.44 115.93 115.41 114.90 114.39 113.88 113.38 112.87 112.37 111.87 111.37 110.88 
121.26 121.78 122.31 122.82 123.34 123.85 124.36 124.86 125.36 125.85 126.34 126.82 127.29 127.75 128.21 128.66 129.09 129.52 129.93 130.33 130.72 131.09 131.45 131.80 132.13 132.44 132.74 133.02 133.28 133.52 133.75 133.95 134.14 134.30 134.44 134.56 134.66 134.74 134.80 134.83 134.84 134.83 134.80 134.74 134.66 134.56 134.44 134.30 134.14 133.95 133.75 133.52 133.28 133.02 132.74 132.44 132.13 131.80 131.45 131.09 130.72 130.33 129.93 129.52 129.09 128.66 128.21 127.75 127.29 126.82 126.34 125.85 125.36 124.86 124.36 123.85 123.34 122.82 122.31 121.78 121.26 120.74 120.21 119.68 119.15 118.63 118.10 117.57 117.04 116.51 115.99 115.46 114.94 114.42 113.90 113.39 112.87 112.36 111.85 111.35 
121.99 122.53 123.06 123.60 124.13 124.66 125.18 125.70 126.22 126.73 127.23 127.73 128.22 128.70 129.17 129.63 130.09 130.53 130.96 131.37 131.78 132.17 132.55 132.91 133.25 133.58 133.89 134.18 134.45 134.71 134.94 135.15 135.35 135.52 135.67 135.79 135.90 135.98 136.04 136.07 136.08 136.07 136.04 135.98 135.90 135.79 135.67 135.52 135.35 135.15 134.94 134.71 134.45 134.18 133.89 133.58 133.25 132.91 132.55 132.17 131.78 131.37 130.96 130.53 130.09 129.63 129.17 128.70 128.22 127.73 127.23 126.73 126.22 125.70 125.18 124.66 124.13 123.60 123.06 122.53 121.99 121.45 120.90 120.36 119.82 119.27 118.73 118.19 117.65 117.11 116.57 116.03 115.50 114.96 114.43 113.90 113.38 112.85 112.33 111.82 
122.72 123.28 123.83 124.38 124.93 125.48 126.02 126.56 127.09 127.62 128.14 128.66 129.16 129.66 130.15 130.63 131.10 131.56 132.01 132.44 132.86 133.27 133.66 134.04 134.40 134.74 135.06 135.37 135.65 135.92 136.16 136.39 136.59 136.77 136.92 137.06 137.17 137.25 137.31 137.35 137.36 137.35 137.31 137.25 137.17 137.06 136.92 136.77 136.59 136.39 136.16 135.92 135.65 135.37 135.06 134.74 134.40 134.04 133.66 133.27 132.86 132.44 132.01 131.56 131.10 130.63 130.15 129.66 129.16 128.66 128.14 127.62 127.09 126.56 126.02 125.48 124.93 124.38 123.83 123.28 122.72 122.16 121.60 121.05 120.49 119.93 119.37 118.81 118.26 117.70 117.15 116.60 116.05 115.51 114.96 114.42 113.88 113.35 112.82 112.29 
123.46 124.03 124.61 125.18 125.74 126.31 126.87 127.42 127.98 128.52 129.06 129.60 130.12 130.64 131.15 131.65 132.14 132.62 133.08 133.53 133.97 134.40 134.81 135.20 135.57 135.93 136.27 136.59 136.89 137.17 137.42 137.66 137.87 138.05 138.22 138.36 138.47 138.56 138.62 138.66 138.68 138.66 138.62 138.56 138.47 138.36 138.22 138.05 137.87 137.66 137.42 137.17 136.89 136.59 136.27 135.93 135.57 135.20 134.81 134.40 133.97 133.53 133.08 132.62 132.14 131.65 131.15 130.64 130.12 129.60 129.06 128.52 127.98 127.42 126.87 126.31 125.74 125.18 124.61 124.03 123.46 122.89 122.31 121.74 121.16 120.59 120.02 119.44 118.87 118.30 117.74 117.17 116.61 116.05 115.50 114.94 114.39 113.85 113.30 112.76 
124.21 124.80 125.39 125.98 126.57 127.15 127.73 128.30 128.88 129.44 130.00 130.56 131.10 131.64 132.17 132.69 133.20 133.69 134.18 134.65 135.11 135.55 135.98 136.39 136.78 137.15 137.51 137.84 138.15 138.45 138.71 138.96 139.18 139.38 139.55 139.69 139.81 139.91 139.97 140.01 140.03 140.01 139.97 139.91 139.81 139.69 139.55 139.38 139.18 138.96 138.71 138.45 138.15 137.84 137.51 137.15 136.78 136.39 135.98 135.55 135.11 134.65 134.18 133.69 133.20 132.69 132.17 131.64 131.10 130.56 130.00 129.44 128.88 128.30 127.73 127.15 126.57 125.98 125.39 124.80 124.21 123.62 123.03 122.44 121.85 121.25 120.67 120.08 119.49 118.91 118.33 117.75 117.17 116.60 116.03 115.46 114.90 114.34 113.79 113.24 
124.97 125.58 126.19 126.79 127.40 128.00 128.60 129.20 129.79 130.38 130.96 131.53 132.10 132.66 133.21 133.75 134.28 134.80 135.30 135.79 136.27 136.73 137.18 137.61 138.02 138.41 138.78 139.13 139.46 139.76 140.04 140.30 140.53 140.74 140.92 141.07 141.20 141.29 141.36 141.41 141.42 141.41 141.36 141.29 141.20 141.07 140.92 140.74 140.53 140.30 140.04 139.76 139.46 139.13 138.78 138.41 138.02 137.61 137.18 136.73 136.27 135.79 135.30 134.80 134.28 133.75 133.21 132.66 132.10 131.53 130.96 130.38 129.79 129.20 128.60 128.00 127.40 126.79 126.19 125.58 124.97 124.36 123.75 123.14 122.53 121.93 121.32 120.72 120.12 119.52 118.92 118.33 117.74 117.15 116.57 115.99 115.41 114.84 114.28 113.71 
125.74 126.36 126.99 127.62 128.24 128.87 129.49 130.10 130.72 131.33 131.93 132.52 133.11 133.69 134.27 134.83 135.38 135.92 136.45 136.96 137.46 137.94 138.41 138.86 139.28 139.69 140.08 140.45 140.79 141.11 141.41 141.68 141.92 142.14 142.33 142.49 142.62 142.72 142.80 142.84 142.86 142.84 142.80 142.72 142.62 142.49 142.33 142.14 141.92 141.68 141.41 141.11 140.79 140.45 140.08 139.69 139.28 138.86 138.41 137.94 137.46 136.96 136.45 135.92 135.38 134.83 134.27 133.69 133.11 132.52 131.93 131.33 130.72 130.10 129.49 128.87 128.24 127.62 126.99 126.36 125.74 125.11 124.48 123.85 123.23 122.60 121.98 121.36 120.74 120.13 119.52 118.91 118.30 117.70 117.11 116.51 115.93 115.34 114.76 114.19 
126.51 127.16 127.81 128.45 129.10 129.74 130.39 131.02 131.66 132.29 132.92 133.53 134.15 134.75 135.35 135.93 136.51 137.07 137.62 138.15 138.68 139.18 139.67 140.14 140.59 141.01 141.42 141.81 142.17 142.50 142.81 143.10 143.35 143.58 143.78 143.95 144.09 144.20 144.27 144.32 144.34 144.32 144.27 144.20 144.09 143.95 143.78 143.58 143.35 143.10 142.81 142.50 142.17 141.81 141.42 141.01 140.59 140.14 139.67 139.18 138.68 138.15 137.62 137.07 136.51 135.93 135.35 134.75 134.15 133.53 132.92 132.29 131.66 131.02 130.39 129.74 129.10 128.45 127.81 127.16 126.51 125.86 125.21 124.57 123.92 123.28 122.64 122.01 121.37 120.74 120.12 119.49 118.87 118.26 117.65 117.04 116.44 115.84 115.25 114.66 
127.29 127.96 128.63 129.30 129.97 130.63 131.30 131.96 132.62 133.27 133.92 134.56 135.20 135.83 136.45 137.06 137.66 138.24 138.82 139.38 139.92 140.45 140.96 141.45 141.92 142.37 142.80 143.20 143.58 143.93 144.26 144.56 144.83 145.07 145.28 145.46 145.60 145.72 145.80 145.85 145.86 145.85 145.80 145.72 145.60 145.46 145.28 145.07 144.83 144.56 144.26 143.93 143.58 143.20 142.80 142.37 141.92 141.45 140.96 140.45 139.92 139.38 138.82 138.24 137.66 137.06 136.45 135.83 135.20 134.56 133.92 133.27 132.62 131.96 131.30 130.63 129.97 129.30 128.63 127.96 127.29 126.62 125.96 125.29 124.63 123.97 123.31 122.66 122.01 121.36 120.72 120.08 119.44 118.81 118.19 117.57 116.95 116.34 115.74 115.14 
128.08 128.77 129.46 130.15 130.84 131.53 132.22 132.91 133.59 134.27 134.94 135.61 136.27 136.92 137.57 138.20 138.83 139.44 140.04 140.63 141.20 141.75 142.28 142.80 143.29 143.76 144.21 144.64 145.04 145.41 145.75 146.06 146.35 146.60 146.82 147.01 147.16 147.29 147.37 147.42 147.44 147.42 147.37 147.29 147.16 147.01 146.82 146.60 146.35 146.06 145.75 145.41 145.04 144.64 144.21 143.76 143.29 142.80 142.28 141.75 141.20 140.63 140.04 139.44 138.83 138.20 137.57 136.92 136.27 135.61 134.94 134.27 133.59 132.91 132.22 131.53 130.84 130.15 129.46 128.77 128.08 127.39 126.70 126.02 125.34 124.66 123.98 123.31 122.64 121.98 121.32 120.67 120.02 119.37 118.73 118.10 117.47 116.84 116.23 115.61 
128.88 129.59 130.30 131.02 131.73 132.44 133.16 133.87 134.57 135.28 135.98 136.67 137.36 138.04 138.71 139.38 140.03 140.67 141.29 141.91 142.50 143.08 143.64 144.18 144.70 145.20 145.67 146.11 146.53 146.92 147.29 147.62 147.92 148.18 148.42 148.61 148.78 148.91 149.00 149.05 149.07 149.05 149.00 148.91 148.78 148.61 148.42 148.18 147.92 147.62 147.29 146.92 146.53 146.11 145.67 145.20 144.70 144.18 143.64 143.08 142.50 141.91 141.29 140.67 140.03 139.38 138.71 138.04 137.36 136.67 135.98 135.28 134.57 133.87 133.16 132.44 131.73 131.02 130.30 129.59 128.88 128.17 127.46 126.75 126.05 125.35 124.66 123.97 123.28 122.60 121.93 121.25 120.59 119.93 119.27 118.63 117.98 117.35 116.71 116.09 
129.68 130.41 131.15 131.89 132.63 133.37 134.10 134.84 135.57 136.31 137.03 137.75 138.47 139.18 139.88 140.57 141.25 141.92 142.58 143.22 143.84 144.45 145.04 145.60 146.15 146.67 147.16 147.63 148.08 148.49 148.87 149.22 149.53 149.82 150.06 150.27 150.45 150.58 150.68 150.74 150.76 150.74 150.68 150.58 150.45 150.27 150.06 149.82 149.53 149.22 148.87 148.49 148.08 147.63 147.16 146.67 146.15 145.60 145.04 144.45 143.84 143.22 142.58 141.92 141.25 140.57 139.88 139.18 138.47 137.75 137.03 136.31 135.57 134.84 134.10 133.37 132.63 131.89 131.15 130.41 129.68 128.95 128.22 127.49 126.77 126.05 125.34 124.63 123.92 123.23 122.53 121.85 121.16 120.49 119.82 119.15 118.50 117.85 117.20 116.56 
130.49 131.25 132.01 132.77 133.53 134.30 135.06 135.83 136.59 137.35 138.10 138.86 139.60 140.34 141.07 141.79 142.50 143.20 143.89 144.56 145.21 145.85 146.47 147.06 147.63 148.18 148.71 149.20 149.67 150.10 150.50 150.87 151.21 151.50 151.77 151.99 152.17 152.31 152.42 152.48 152.50 152.48 152.42 152.31 152.17 151.99 151.77 151.50 151.21 150.87 150.50 150.10 149.67 149.20 148.71 148.18 147.63 147.06 146.47 145.85 145.21 144.56 143.89 143.20 142.50 141.79 141.07 140.34 139.60 138.86 138.10 137.35 136.59 135.83 135.06 134.30 133.53 132.77 132.01 131.25 130.49 129.73 128.98 128.24 127.49 126.75 126.02 125.29 124.57 123.85 123.14 122.44 121.74 121.05 120.36 119.68 119.01 118.35 117.69 117.04 
131.31 132.09 132.87 133.66 134.45 135.24 136.04 136.83 137.62 138.41 139.19 139.97 140.75 141.52 142.28 143.04 143.78 144.51 145.23 145.93 146.62 147.29 147.93 148.56 149.16 149.74 150.29 150.81 151.31 151.77 152.19 152.58 152.93 153.25 153.53 153.76 153.96 154.11 154.22 154.28 154.30 154.28 154.22 154.11 153.96 153.76 153.53 153.25 152.93 152.58 152.19 151.77 151.31 150.81 150.29 149.74 149.16 148.56 147.93 147.29 146.62 145.93 145.23 144.51 143.78 143.04 142.28 141.52 140.75 139.97 139.19 138.41 137.62 136.83 136.04 135.24 134.45 133.66 132.87 132.09 131.31 130.53 129.75 128.98 128.22 127.46 126.70 125.96 125.21 124.48 123.75 123.03 122.31 121.60 120.90 120.21 119.52 118.84 118.17 117.51 
