  , ,pop1, pop2 ,mo_rap, mo_len, mo_sol
1833,5244784569188780129613101838561620668763232308919561968921077806154719412642963969988738655874633660500344307712.00000,0.00059,5247609172192210409313649903583842978076491287627560206204928.00000,0.00000,-7946643286649666345235115289721223462969332305744278231042960953167085183509555633990276562079008570949106663424.00000,
1834,6032289759757665666133824140290603538806516124825662595919708000749919708971059311495653672111570767721657270272.00000,0.00058,5661855982482340410085606854634690970535403715870302859689984.00000,0.00000,-9139832969329795946024088474159076296368247178329279181040885490432540177946063727182572041225882975829883879424.00000,
1835,6938038972934492820601467933450757639015053409729313249665871110684236064836382880054669450680037780024234868736.00000,0.00058,6108803478781040287484146439778757594924900223141013843083264.00000,0.00000,-10512180262021958301278094221371430993653909731213598353383556869120898292893523679544717160269014812651971149824.00000,
1836,7979786566468200823356187092866141004967040281562611476212885681915684894176420110359406891554373486729978970112.00000,0.00058,6591033056620799912749319514305923547649831408703042784067584.00000,0.00000,-12090585706770000017698656731697438931604230207776981707856313918769139870152438087751380446834794663643008991232.00000,
1837,9177952717589552214947712281068771572874156899802710827490619896508172087561645647383772985936930615973197643776.00000,0.00057,7111329887164179932819047657188915514844441011066838796206080.00000,0.00000,-13905988966044774076720833348643212860546513749515757233051236417247658667266437572132640912029984245055611731968.00000,
1838,10556023696206601994441985672416751333604969351085899138995901089057614385535869542920328652022809686337361281024.00000,0.00057,7672699003273104553747238472706800000209594351192197323292672.00000,0.00000,-15993975297282727770260754021374071311345512937629166286191475228588566404308205214528700822913910103677171924992.00000,
1839,12141012239180566738949874494305921742934928601148071968283090972546618785850926791606502424242574659427525197824.00000,0.00057,8278382655414135952326694167263009537945376740952702829199360.00000,0.00000,-18395473089667523031877588835228276391695909331925074930811871023873673369668135090315605851789967640749731217408.00000,
1840,13963987049868339003011567632809163223865824187705676519619692287076518406217822004761239159918983611714153480192.00000,0.00056,8931879037640681530889406020855828735315678369055984314220544.00000,0.00000,-21157556136164147803849065464530768477653127261227634226940328915988840670044740432805796407702135751666567217152.00000,
1841,16060681802100821368226390328253714934211210307173888294312190000287502365099528668673801817934677687144881848320.00000,0.00056,9636962491806198162513410389548759951518713977930013061677056.00000,0.00000,-24334366366819425020956933272560124206367466423262185535197547057009688464064978090584714402543117693878859202560.00000,
1842,18472195586200044514298064621210516660796770686598907063737162985150821741446785454026052203305474945189920374784.00000,0.00056,10397705306700060593193918579194912220178429869083850652516352.00000,0.00000,-27988175130606123909446452488553956356316646650866970261023294497932236680656859759976974551644804417876438024192.00000,
1843,21245798527070924006138869663779197490635791099615976022306604129194898651593646820427432971830159192018888163328.00000,0.00055,11218501238009461835616150722159395636499568248333823446614016.00000,0.00000,-32190603828895332024376405703188196409070153080359325345667110842464519958089062099646148775711674454038378708992.00000,
1844,24435858365970464031025152078002993582732401216219941470686363226238920564536334630499418041199017048931194372096.00000,0.00055,12104090884949556793745312372796069113284349582291858578472960.00000,0.00000,-37024027827227966872274140812562372988594685133721371465487699275571629561668934910868143767622877250842173374464.00000,
1845,28104906168668730441073841008731674943307989967430496858427165220218243328203992732778317212592126500015890759680.00000,0.00055,13059589070127389029075299264111160917985869849736115663142912.00000,0.00000,-42583191164649581479991346871957905864909495027921059542407659799184244080960873223413292086353955194506332602368.00000,
1846,32324862049850220074300778173880460094871295459115047612544145093593610409786463303667616724085832866091600183296.00000,0.00055,14090514380775118291307808620005752381171764096590238384652288.00000,0.00000,-48977063711894262742456403182789398518793291227443106139554599001268133598510071058094048921950479991590740819968.00000,
1847,37178444940218121409706733968096941905126542846941449847996714854010317127486371055769366687228679547232974798848.00000,0.00054,15202821041971247175626146209945514548232859948931194801881088.00000,0.00000,-56330977182148655598302465773914857171875729810861851922670096422525781429631229001686190154871568869011606208512.00000,
1848,42760794030340964040151621460435462519035452336601788240384547413881480080479025941818978928667145862579287490560.00000,0.00054,16402933305937233403695630893433828098107746128335924499578880.00000,0.00000,-64789081864152958471607740794480940729877435254246142378618647851852474491418193961698861733990602635609850773504.00000,
1849,49181333674536299034222460325538133741242705952024782050388559760302307722844881972861983864939976719643051032576.00000,0.00054,17697782556028710603300624241833188273657494633887949668745216.00000,0.00000,-74517172234145901413829320238470872034547015312855639413933146720498468825037871142727439948651697993266430476288.00000,
1850,56565918310352558380104445617146914359969866296784107792649760413692550608006324434454941455901559391248506159104.00000,0.00053,19094847339719629934152628748760601533722920954693498313900032.00000,0.00000,-85705936833867507001162518782341165673835853694503615290742122827247993183656204041436703154506350531568535076864.00000,
1851,65059299438033119058076174979850875073561951013101237808554623242839259918759126172298613616235630131548686123008.00000,0.00053,20602196561794303699602886230468054890978294654498785940471808.00000,0.00000,-98574696118232003750993079474707586220601031643007001777093725778005593687917725284621477068576530558012159426560.00000,
1852,74827963017317375453701246283636096675822002880716476382231356265019480100626244291991428938396798065230693269504.00000,0.00053,22228536087214467978770706532751464985675016549884717950828544.00000,0.00000,-113375701541389960219563056889254592060310057492537552575860209666207975974231754597296436839218724313425793515520.00000,
1853,86063392899797469298836453438103064880075093873858448629224790940599621672997347260082880447294329386244373479424.00000,0.00053,23983259022821530797740174622983259088955356635713502275698688.00000,0.00000,-130399080151208276977933127634146082423044101694575788237883398449053334899986150728083203142647056540060044230656.00000,
1854,98985824266133424828973036242993943851369317008964309777318066272066368010620595193296151085260473729707050795008.00000,0.00052,25876499968281543106397644421023914775456386330055337152872448.00000,0.00000,-149978521615353661037916503877808506471640139895084623282575722493114073064324490764268557519239808542210156134400.00000,
1855,113848560642429742971123982838129203130275930969210821328922929852884444928313153892847325082235485487993628655616.00000,0.00052,27919193549605410349371856537481965812030725804603476856012800.00000,0.00000,-172497819155196565760457669564321263637240435347905072589101014689515205402373864923186293310554274825944665423872.00000,
1856,130942939117269035507138376721437175174978671664207320953500581132550140766758798584141971493322182920450716205056.00000,0.00052,30123137573311219076883614070199231954855178425573706506960896.00000,0.00000,-198398392601922777964531548844490145569330051123389834749854908591156790329695234961834901127132204391525928402944.00000,
1857,150604041086828953981295688854201560417741054525062071125987392917476576477410180781156507133288988799115664031744.00000,0.00052,32501061165982669991817341901509227356043574834670859366432768.00000,0.00000,-228187941040649912668979111279470776043671171155603890435264835298917436311369445800426058919097570718487744086016.00000,
1858,173217260469235713013722775585292599488486207561253457514492635141502388453488533455260028678459310339168191643648.00000,0.00051,35066698292771274866376993128855638582906320949825999904702464.00000,0.00000,-262450394650357096397789638353893735959072016163964182698906678051454960579084863365934245358856578823045265752064.00000,
1859,199225858137289127583973929769621860826499870099658442664939477252731627216052261395617811098949299324217857146880.00000,0.00051,37834867079456749691022436867883940820840993243479140036771840.00000,0.00000,-301857360814074376702379385715487815062581741768224048956983317374825914215171719270196989181917677129377865793536.00000,
1860,229139650650395590573692277505748139769209406926398264271919879248959645549459855616796400344135072660618775363584.00000,0.00051,40821555396199019843966564771767119737658190408887979508498432.00000,0.00000,-347181288864235695654489558712048071082560442591804753515317136604592230195465740111700055838039661094874023723008.00000,
1861,263545003600905443831790970862540298776767345021963139331468812506169451188043284635262027383920199538391832854528.00000,0.00050,44044013197280462188198951987607388011059758422132762351763456.00000,0.00000,-399310611516523318965991748903976730601553877318094483102975658309267141378613262716147987725957683280694155935744.00000,
1862,303116325462903253602598426358251276597856650754757837387403300579798514844296157307228690468409130350364472639488.00000,0.00050,47520852150156961848197957246972583125557088389596166104285184.00000,0.00000,-459267159792277576194487893594447909118355855701116752884694579632947540857784281916097477247910608753379973791744.00000,
1863,348629287244119931869191330371451708139127610123606974893126714215616206738671685160797478759509028316522817257472.00000,0.00050,51272153129236503181244094373870811465507746790477935004352512.00000,0.00000,-528226192794121059182470391857989155381203338423161355447856440632469182351685740926518925407379060551250245320704.00000,
1864,400976027070564362389104344870335725999259375146184544663392572574021056130376244177137754700429432528534765568000.00000,0.00050,55319582195227816467956677973929833854115686257681992603664384.00000,0.00000,-607539434955400520076758337907547557181613466465147875489636442815776117280126421348559108645288036852718888812544.00000,
1865,461182637741820234684635770070723409246810330802523009483689438271668667902245595232141091377995244812292073717760.00000,0.00049,59686515729910729986333079303982371430678694528512890427670528.00000,0.00000,-698761572336091306098893681603594642277406317837560721815617158237612307915724508115990274803324674403343615918080.00000,
1866,530429280045396862919946882566417047065417190664924102147677573847087660273232969966343951940576537002675095470080.00000,0.00049,64398175449058279477143889618081731997126607797431742127669248.00000,0.00000,-803680727341510464643880876100993234114335959117199104865251805623236952710068330553642327163780305262028236259328.00000,
1867,610073316088249245766058804114964991619394165200583391768748451533030081309834488734729398552982887915010496921600.00000,0.00049,69481774073292764033835913006011269262978108719142424522260480.00000,0.00000,-924353509224620110767716460458506130720715157834621907096009602573008388836313740695669528098760497286250317742080.00000,
1868,701675916101499839958606773087227373750875090735758442192101267222315370748473493002323637161884241190417445421056.00000,0.00049,74966672498214336886785815896701192873201640623170860011749376.00000,0.00000,-1063145327426515041588842067284400528259036629455474327755876519622443678453481438485520613843819954743855342944256.00000,
1869,807032660260884164186989212570097597891360091906540462213642388689124284249030067763208580890192452392214438346752.00000,0.00048,80884549371555669949086231824822006158865485187558191027716096.00000,0.00000,-1222776757971036827815585338584655578945461900836256379044932419315049472612302249106293225529738578667531734614016.00000,
1870,928208735375131116148463204222953313980610202375575743556007697626987829078283617042742122142038344607371016273920.00000,0.00048,87269584056774843739460621496971556392467989252972500207271936.00000,0.00000,-1406376871780501715989157030447792040567237735996569672279967317160728942835701765329378206268723892096545218101248.00000,
1871,1067579416362387999853596239106621132731880412070760695673318602220373537995576571068426577280066549667073022230528.00000,0.00048,94158654039813072822055930034122447713284424036860211551535104.00000,0.00000,-1617544570246042589721412845844268714177260254472468126260288101334841453460768017524358389771004107337472535429120.00000,
1872,1227876626026410183054432976512620399022757430367040509484797383549412083406284838318652992047960793942581017837568.00000,0.00048,101591547919162325560281195264321643141071402607070519318544384.00000,0.00000,-1860419130343046013592037247073687834371888992977055400763937893140104817570888459340390793931688284759395552722944.00000,
1873,1412242485790135426733868118401478128569145746377919332648857148412185368946463991778855021186868137080113848123392.00000,0.00047,109611195209390912906642923081344891037522325300036385724432384.00000,0.00000,-2139761342106266096343080831625077760749009374187639718839554437577734314039119043446401438076820041206514818482176.00000,
1874,1624290907079945644466649602119177313964383054921464146207737771982415061182362913492888023140172379689929058287616.00000,0.00047,118263914285383090069416392791418052534717009342770066164285440.00000,0.00000,-2461046828909008651642683856984144007787045255227431980004273786028466899932547129987087877456742539992915710574592.00000,
1875,1868178430665523056245140206136629288438189291860002126007119771004479429833408735282625343435003499631097965182976.00000,0.00047,127599679899322545553219529274481386214449139849228181038956544.00000,0.00000,-2830573379796247419458666564042334802141567083027806537660238135239162782830568849056750386918719779117496117755904.00000,
1876,2148685702537223270671230809627418542456743030877364623911913017678742736472209309603141140331236299575292868952064.00000,0.00047,137672411815494268926199073724779108617037928628625519715287040.00000,0.00000,-3255584397783671589088975093632271664745031454092652985424573801131239957900762493187289618693147071727516816244736.00000,
1877,2471311183398668222628252889023516854931495941802054247270829618630599276676524569378034698934844777165525859958784.00000,0.00046,148540286229947503398259665109722105519173828345448411898576896.00000,0.00000,-3744410883937376028610967262671633890123411211287313545768850001161137194183503698756022295374736837417064120451072.00000,
1878,2842378928653723366808122856665899757488630477845395612417418211065603368168635342500964886804129846057376906477568.00000,0.00046,160266071773658905543500188570077373964910149267167069111058432.00000,0.00000,-4306634740384429691620377210427502752426309583629756021970012810383195746779619720524287579906972400797364384694272.00000,
1879,3269162551574702540960703627945123665217463188309840860716563258660175582255033583506277295722130206393326549073920.00000,0.00046,172917492039820352450017548099829598251234033841741605875220480.00000,0.00000,-4953276593295004413323222486450228497792184542887080258720252288645893597933388898785283575175813870288737337868288.00000,
1880,3760027799558891935972950755427667828269831308487379959330815170190434154997940363413397824859669437896896645431296.00000,0.00046,186567616729068245952807268375793201707721956042821815456759808.00000,0.00000,-5697011817513473856448058977487999766811599003041341121217431213150053988686461719842435649437516713025412339335168.00000,
1881,4324596538231398314769592189538876375025895585948749523538498787832107317376407625560792363103460765791069453418496.00000,0.00045,201295283671757499026972799786921646738583866103998982070992896.00000,0.00000,-6552418997320301404848174437548810908070483604367775488524150663532711388776026394466109301407150406628422757384192.00000,
1882,4973935357785662777568291703980358715448787158422942749386316545489645966447127060883039549626787372115647210192896.00000,0.00045,217185554164717554738766505239689745759179805907970741770387456.00000,0.00000,-7536265693614640439512519261605881425073784960178921417059908045092649256691367885583211487351137035113818377682944.00000,
1883,5720772498594320927813931103991334889791775055641539863592815892475908180317152066164155069969617659431514766573568.00000,0.00045,234330204252339068735178418864417337333869229410542130426806272.00000,0.00000,-8667837119082303972119438839954038602487065544203861688104690253676010728347374498137477548571194557787378762645504.00000,
1884,6579747348233107660146664359549037518923225664687325795307958785190708584087796853595369115365687172578472773025792.00000,0.00045,252828254789440073797537303122266134379164265986366365734273024.00000,0.00000,-9969314163989556663146329372102434233671149106928427201405495572735176080295945582425771532485721796601350803423232.00000,
1885,7567697400520361121685972891154320387688034455356871074418838116417277223836521479329139231169493982309830826655744.00000,0.00044,272786543347349843382476462626166834769623032296964399835381760.00000,0.00000,-11466208182606606103122137120679330608237758934160891511869882833047059107501845870231272168911412682656427750195200.00000,
1886,8703988301499394543179059752381393918808834248774766849350122923454756147125234358307765161312341210847917828472832.00000,0.00044,294320341266317854778296637403968843578752841683975584824164352.00000,0.00000,-13187861062877868398997872562505700485465771050753171247457101745149692173684918569602796475320833860302249293512704.00000,
1887,10010893451874678404836375991366296782683419286665375648076604917440322682216423331880474866186311553127748475027456.00000,0.00044,317554019418104066053236100799992157382231844011547112889122816.00000,0.00000,-15168020381628299884304873544096474879898377758770720106635348668081191922040742305592144003520618854477044742356992.00000,
1888,11514030606810816704128006656027084247718875198101327807077102005602409036819510892244308783517383307754448841867264.00000,0.00044,342621766523936286397714248096401967397229454325909143821484032.00000,0.00000,-17445500919410327544223988951673064239876273772533636548964300895805188325203886899781195417677517778956494479294464.00000,
1889,13242864031256886184749629337279335826671581210524195101645379974201317981556205274183435896699805440584901908758528.00000,0.00043,369668364176561932444252351962643340530850845860897010611126272.00000,0.00000,-20064945501904371283907958257747174474197610771759219875753448348077047030538621122739206534885341461148560389046272.00000,
1890,15231282053968130895236238643798688949430625307134290339009230820908482203751400437322528176531084648865158999834624.00000,0.00043,398850023042620185001097711047482104678767145640162603581833216.00000,0.00000,-23077700081769893837645332938293094281105523296031650884264668527113651782442929722641225043644967318968728954077184.00000,
1891,17518261341350733755748643408291383432491414621040429154329223241030420854309291220540730377033387768015338480861184.00000,0.00043,430335285074915986767853636300501648482941723297173044805500928.00000,0.00000,-26542820214167774573542125242420532061195198734241886885837399098339385758205133007568562584480783073848565354725376.00000,
1892,20148630912124117708318427128130684778759409273019007502408824865141167543497883576677119137404605415496664471306240.00000,0.00043,464305996945424273340147722126789020298524373170786413712506880.00000,0.00000,-30528228654733505979162394699015416451599361561682210749935460195175419532079455381148425021936390107657575744929792.00000,
1893,23173950868899509522771235227831262727430735896256646207287468214489877240585031245634152492922793718062297934462976.00000,0.00043,500958360321195891031615970110685347174309724404683817627942912.00000,0.00000,-35112046771059859069030900726571864326254776423963427875168073300550683313168375469831323366131398149677291799576576.00000,
1894,26653523071436972876476947928085272750933300974838869484778399378096706294987619343728932343665478347416755534561280.00000,0.00042,540504065049152364423319119709022965352093617024718156469370880.00000,0.00000,-40384125865813590230084615542283557128378660236446051739334643061233034739115602425152081152445568254055646150787072.00000,
1895,30655553562643723130354062722949692029374264984514660156148461055022333433769170681578292444008368211293519132753920.00000,0.00042,583171511794605173914408235607471870178371180185150424625446912.00000,0.00000,-46447808428248064288536107261190721560869018646781550368385216923021748147761479743020201060921322393589852250570752.00000,
1896,35258489533010649366047143528874649750542428108482431246277921136350587290186876851406816527253222815420734194581504.00000,0.00042,629207131194986080168087432976183332020251320668876681513009152.00000,0.00000,-53421953837894917714342311959719116370816191743755359777201935205687415295291300125281481624699502727149389084622848.00000,
1897,40552557030459697945541413817582145198644058713687968593847866079949262264538289221962710121729079467640872528510976.00000,0.00042,678876807147709568876132965243119527384351403122823550879137792.00000,0.00000,-61443268227969229236816985571554386524601951933513663515473933582702205348781281417735746296403443739637597543071744.00000,
1898,46641529557555751788362473242389158903608785846425755009428540811461974295140813806334935731914934527341362562465792.00000,0.00041,732467412452525962763124234037651773852897848445410018735423488.00000,0.00000,-70668984178114764301818239350710746987880761713966617307241292439800284703866024649837664275775503782328920856068096.00000,
1899,53644762223855412327371226769752593515920491199117450290985991091725989382633624750029479327036498605405245882236928.00000,0.00041,790288465677640431206367493415576285780210917148278754933473280.00000,0.00000,-81279942763417278679285520610586066553805968284017283840629358275439747738900751720924185456716596101688857748045824.00000,
1900,61699531326536406115157009674381262541254861363962342559471569479740675011590527334217785186081417147315635628277760.00000,0.00041,852673918819014986971504714311139910756899980920302431664865280.00000,0.00000,-93484138373539998660537409649610764468557173617536323377771803971910421892613010336921496587997670957687074476523520.00000,
1901,70963725219409735138298972306337933191558075425738649787251483843073811214792099899948421512210053698214413018857472.00000,0.00041,919984086077680107885855527843740456895732356860537863009206272.00000,0.00000,-107520795786984450890939066762592861346606923935567543913335221884048090926750271331963303962895587437195714067693568.00000,
1902,81618939216318104933707609474887468774555960542820610122147562009317292811414417386882802697497336497761079105945600.00000,0.00041,992607724894927191059393448281989139223628717651820083482198016.00000,0.00000,-123665059418663794823859838650917516477205460915153320705515837979398943914077455092864125493329073912119652700389376.00000,
1903,93874035194744251019370805675704300717886961691225127636068924988662109487282011896534633395621834059131911688683520.00000,0.00040,1070964281264633467189531204190766124412711076883094298880376832.00000,0.00000,-142233386658703405863226912103283529729520840366439941708340825003691213688139907070003506891697734268595358750736384.00000,
1904,107969235674435577321383552139116762855765158149398518980544355754435176792536345769104927679212569878240678532612096.00000,0.00040,1155506312290774759750132852616031163652470762987798280762556416.00000,0.00000,-163589751021872074124758740867198444341449403057170418218748092612877910481177601749826379929710643484772846612250624.00000,
1905,124180832622549024847404270728543967611763364438597683104899179552417709081217740444880587413147326563174534237650944.00000,0.00040,1246722099981876776843455989365928960456541610765673908259520512.00000,0.00000,-188152776700831845224548411246826984272357935851832293901146970748693806846593636262168166629006624618079345096785920.00000,
1906,142826603286595418879240730001193014347217122567057914658964426125149674399373188714573218385028736703530385392271360.00000,0.00040,1345138471378673611205753935292953327583628671760822875805712384.00000,0.00000,-216403944373629420423333736575856640528508632139060970958993924778020780434666667594247422571860827031033260753813504.00000,
1907,164272039215513649574363840848673443634006105779568723287104765993731017582933265221393917976879743113920119195041792.00000,0.00039,1451323841302931285384043716702984988755268473013947268318887936.00000,0.00000,-248897029114414609962365941731871644912119665156333869934791798690077607606768673802339879604358770907087807153438720.00000,
1908,188937510569194360923782269070664872427082994271664041185727874741667094547419483994937515419647381863176193611661312.00000,0.00039,1565891495301180936077791449267991889816733882192435134620237824.00000,0.00000,-286268955407870248065853328474121417611948249973059680057249615583301535109705848787389930901285702407989485153288192.00000,
1909,217306506150154485685915221341993168575304354937662199216831427793388575053737635513471072446625899132785481652109312.00000,0.00039,1689503131744367787610967111124008362795586538673043870486364160.00000,0.00000,-329252282045688601949806724507920271189236064857569933728273959338564877543603798332199326547003566597719518005428224.00000,
1910,249935110677204706870202165274702550585768548141890898133134056299167094759638377644423294227139499938393526997352448.00000,0.00039,1822872683541213303053520257265505268460034289135856369874763776.00000,0.00000,-378689561632128320412056155761058489399019498839146190980032216380229609579111073512657848278080303704334485992505344.00000,
1911,287462905073181383488044314419147180350352213733308068880627963044083652522001128796930145441362077252205683371147264.00000,0.00039,1966770441538024009423483323878508499634024431955053324923830272.00000,0.00000,-435549856171486927711091823530494132671425471047101027685455267986115118215235793906016347788723258102754874262290432.00000,
1912,330625503432517963707354239123816822283595062808543499354729902348724591601705255284100760652873144173607516714827776.00000,0.00038,2122027503420108321705464921138324849574928725658691811883876352.00000,0.00000,-500947732473512008957063204353592074434479663963706524321154752293960136612710873515322628011601804350454269327966208.00000,
1913,380268972416379545672479058049119451245602627599489051900710007793530535601460118929085874410792937015734365358915584.00000,0.00038,2289540573809930062874901873796142570387677498736239927420256256.00000,0.00000,-576165109721787126783735063962561368626605859001755813817965052490684479131309811906042863307235168370123282600427520.00000,
1914,437366415722142225084485913912172000218680705980794838150959652273155380211362607751676215447362065375531237451497472.00000,0.00038,2470277143285508413964951657392118707273499225371462246837780480.00000,0.00000,-662676387457791224676364162997940031875550911693125382179724883353460406759764167459450275145689356089318239264309248.00000,
1915,503037048713454885365860768078327508584022264453635875788923077678928457514052250770909083559824687348012894344183808.00000,0.00038,2665281076231061290616087516595070300435561137032761094025773056.00000,0.00000,-762177346535537628744854650117776925820562047975211542502877863483808973127723453159987851524550630724650448080338944.00000,
1916,578568137108868499658694070980099261441170039993598605579699715008593124586513883069454339108913919375280552038891520.00000,0.00038,2875678639793160426460333858344509661769183220317259429159370752.00000,0.00000,-876618389558891572826838880440126471381071703577849935203709910690501386116384252371481638870436244547196192529842176.00000,
1917,665440229767857789934806922295403402528699587147957488463667545443117460823100851202085623729242325740638852427546624.00000,0.00037,3102685008763304579954593565155560653964969262332689897486286848.00000,0.00000,-1008242772375541953251959885294263526429995396315098443923666924066497561096350466411290031245454217577502507886706688.00000,
1918,765356180183452100610247265033016526697502074858357957051978491596372143116126037169417045186025665457708168288141312.00000,0.00037,3347611283956599330258019766184355907232154694288894917829722112.00000,0.00000,-1159630576035533273676061937757959646753575059591803900680507446107236684646677616564280449130252392655855816382873600.00000,
1919,880274525556342803044601595852081755094360823983570445916171212204461751842287452714687065213715787326917362818482176.00000,0.00037,3611872064621969144910336708661430767869452959706592328963588096.00000,0.00000,-1333749281145973748877695334285363103093075289845491596850841092745626507716536586813112836900699133221911363183443968.00000,
1920,1012447877741979896710842043294429261103280641564851278347561927659309612741854390600920280991646330235513142025125888.00000,0.00037,3896993618619222027058211750156385404773968825947125295779676160.00000,0.00000,-1534011935972696524746271148759199035940434535222860057587416155627422948852698194967592773754493898274130627179577344.00000,
1921,1164467078604139103837367888542923856271525551303396139279716511848410112008340456294108864512220620156855483923169280.00000,0.00037,4204622697550726965645301897904061565408158381434995020457312256.00000,0.00000,-1764344058491119481008251892400698022655870740567462948331381539449941322741726288298489446506843376152017006130888704.00000,
1922,1339311985301457427160406310814946564621386210043301778883710185155912678900805524802777844133694036556407314499764224.00000,0.00036,4536536047760503978420489072218536384093676072510034099035963392.00000,0.00000,-2029260583790086433945151728163986014933634111223900754854508568584078402882815698421454156827777760313990088373567488.00000,
1923,1540409880992367052488212740184424080874791027160072936643691130897263577721752756987435333042459804465093354914316288.00000,0.00036,4894650672132563234924830783746063001483849953928144705258782720.00000,0.00000,-2333954365139949468688119921484342697780576552788034658708335801000526205641991793189240182747711569556279645492477952.00000,
1924,1771702655916145853886863612784271223869288259513439863651335863819044720848313891490331558136387813394966712481218560.00000,0.00036,5281034901956661372391579112380771494601797623244934391967776768.00000,0.00000,-2684397963509311339892395687040267396805018129878990869060346697124047670227442776461625474863381553863909579797037056.00000,
1925,2037724075723374933332497604243043574151615603750194656236258137386681070938285822718184739183401299802260033438220288.00000,0.00036,5697920342808289483640137818869942173491315309749577998875492352.00000,0.00000,-3087460720792991949940266613158455170959037486698975852810990062992776108999219267728907438432874708948084505396117504.00000,
1926,2343688651657815783843547514758684701127586668437064792522629645027025845027292100410839346565485191265532426170925056.00000,0.00036,6147714763437663028556355550819657834015327398781371846248890368.00000,0.00000,-3551043411602750746479895502491117164636500294756528237437446976549373193982892386542266807794791351138573183124242432.00000,
1927,2695593854609439565225391907195779761596980259001537910614850947334993792855235643660226712776430285592424187644870656.00000,0.00036,6633016002108933460448543890624511898155176568707480479885950976.00000,0.00000,-4084233113044604960694811248607927862317399674399669325455964101258415539176746239950429483871980887997500094448402432.00000,
1928,3100337676622868779720734495495014906271930019668780274951578376451502916332725991223716808512888182154276992716898304.00000,0.00035,7156626970707258833961802093581770978028327213537107049023799296.00000,0.00000,-4697481328216467491738691767917534542031046303003228897240607828505002654293743015190258082721195329033545756360835072.00000,
1929,3565853844283960425177307728354922316072040803515926874157532419526491658198347938775816807090418914237296474578747392.00000,0.00035,7721571843271639526282505433366597496913841224622449085565108224.00000,0.00000,-5402808854975696426161587827459770637829155461455196259972133920301749156366913032497972566718315198379051256842813440.00000,
1930,4101267334416687118218048343488811393311347025538011892007433053382066213333709599327794909919810018408891583559630848.00000,0.00035,8331113522452202842137704816135015412828455320849342110290149376.00000,0.00000,-6214041415782858421639186059148119324167843762768094487266755673817700739903688421787616840726626777559876160087654400.00000,
1931,4717073240485258507048110719018041802923486365184712296118775037401309863910560857781676423538414479318074631038959616.00000,0.00035,8988772484771432997372306013208068473932054822417038815159910400.00000,0.00000,-7147080667401906353763404263826442916487222856973505089527887006894507542291040489167900694418003221204887231839338496.00000,
1932,5425342495813375655584764589010420455563068887287169303411470673397549561793785721184604129313299309465967951978954752.00000,0.00035,9698347113532272366624702017547399249703405322666306983017054208.00000,0.00000,-8220215902747537887967862662798786960461829579452013103233752235377552183025676426795396192525189619714386216989229056.00000,
1933,6239958486175744688759662822666032824866193905549149894666461375194563430830353382918682663647321526806930658779201536.00000,0.00034,10463935636808084239873659791244747851742908728877861154936848384.00000,0.00000,-9454482554811732883745418582473000272108470387020708365367337260528436477022952967954938400570462968516414574654652416.00000,
1934,7176889189805736266064317936845396057563100167800449076662037552832285084859507744118611755327650452257352282460389376.00000,0.00034,11289959797219817524769937139404306466208347541414332509485793280.00000,0.00000,-10874074530008689208216026949404220472649827599037873698851256465681171889191310828132805490345248963808040081915117568.00000,
1935,8254500179266057352943705001307179886133987903414773229013114109955758649101089677901904067652540463024397441006829568.00000,0.00034,12181190390207814509592165710651196764822498086443581801498673152.00000,0.00000,-12506818453433418534956566533947082738504314574534294194227826503986350301676574539402982541775860261493410310914048000.00000,
1936,9493914620597297542114994707680380600893678126975190600530828263355875705571039177993124996063698752112718088268414976.00000,0.00034,13142774818297451352740845905156200917756185262582841288375140352.00000,0.00000,-14384719122117114365984593794091677103101181824252204134268137587088338784213736805006975015629740911674885270287679488.00000,
1937,10919427326392686658811937387768526877376252210737965743669633173588402255811333109733814413695944349342787335662600192.00000,0.00034,14180266820501336054021256766899539367519416411288644633254428672.00000,0.00000,-16544586858170736547383635250144721732712280112592937870416233086776536181536286179429947470389874936260892349207412736.00000,
1938,12558980979004202039795927208564831699535011381507365638191407353616060258481485301372979887946872792587039584372654080.00000,0.00033,15299658548563605359180904506473432311231173557100519093451096064.00000,0.00000,-19028759059097273781741033184670159644044913697637573886672892443676271694678825338027056333106523581909914577891491840.00000,
1939,14444713858734562726609832875116345863646354957425387008385121646062761812908036556508188920793198545656061983872516096.00000,0.00033,16507415175306247684743840933281679434796241561362173958733955072.00000,0.00000,-21885930088991761164016172919193442688569075858294397740790669831089145801378455155002256866617344370781307667296026624.00000,
1940,16613589813499510941546425888717251264298397153328516346942243425079930454491383895789844612722025009721014665615507456.00000,0.00033,17810512234961861669598204516232546036341783294721556108871204864.00000,0.00000,-25172105778029562575614522177524128717407821279211516433947762094884630361347939469691733335678448894941535741019160576.00000,
1941,19108122818529468319587601225237224200869641608601675744713984717792670908315122354016118749463078807522335845156651008.00000,0.00033,19216475911156162161512115814707533067865640424652726397346775040.00000,0.00000,-28951701240196164935039908102894295052508771128830761354407430385012968612594706947463890655608644998383233682336907264.00000,
1942,21977210328819178640685487528129982699804672332704002488871810803560564091543853794693497071390541242788105901987332096.00000,0.00033,20733426505227956881824881482003096674306414889931114989949550592.00000,0.00000,-33298803528513908117278492462162621330585154719100259829997530179770326150818736519858933104609157219195308710456983552.00000,
