  , ,pop1, pop2 ,mo_rap, mo_len, mo_sol
2191,29502114190260103021778911072904754680113007821429223151899224643044375167772485426694502982240269796414997486306872639534765281640448.00000,0.00009,3411989521740702453825191346316634327509831009554281406263214050698592256.00000,0.00000,-44700173015545609569234787929569223024352438222508581461924692297429652845665253973653286116682205514956585149650279327696957114155008.00000,
2192,33931861065674531299504212817544225496340137888464986065632133983816262157761012040895019959531140409484022495426416836268728319475712.00000,0.00009,3681332327148975085574388425713501619594163877135402731197534719979814912.00000,0.00000,-51411910705567472277243570103975291863753800778690290044922218353609751572047782576320016514640268288433498402193868178982725666996224.00000,
2193,39026735099559593484451827854581293411130210907378538332138080451872399134737546952780441131294666283657498226584244157173266898747392.00000,0.00009,3971937081447463102050009676710652630339851360346539880463801158509527040.00000,0.00000,-59131416817514535582502769476638323350197289253603845957784970381624847173844768110273395653476767096450754888764006298747374089011200.00000,
2194,44886605234628604423089352405091160652950631467433732897443114486564402943248466022996297926730646164437925828328685587570722858860544.00000,0.00009,4285482205078563809097513413264780184355011153076535867593349983801180160.00000,0.00000,-68010007931255456356480310297659732701593434035861954523198293106113654401400409616949652129816898299062476103267267110139027110494208.00000,
2195,51626335750338600695017273156116655166012382386475000766248622008038396435506040003622792636520659415261748381146600580473140704968704.00000,0.00009,4623778613167829645836725496199381783337480734663546294006115250854690816.00000,0.00000,-78221720833846364689420110842600992675776336949204546615528215163694540053797030308519382782607059720093558153252425121929001068134400.00000,
2196,59378037814954007113510580201508346182840151420789427376833693171931940674599719717701720074732702857978421824310210641790137704382464.00000,0.00009,4988780174667947771827393732139978293308561718134920585850437588924497920.00000,0.00000,-89966723962051527763545773567798102400079186813941277983156490243379488354501959236561049841101534607007092688446695647529923585769472.00000,
2197,68293659108490643455145467972112000187907615737261019972398522790054017007829887792699831774698975829169334241551298779919724601933824.00000,0.00008,5382594997148623734555767758462805434095387862934597975571710664385757184.00000,0.00000,-103475241073470678015016518913494956856486851502980414564490642554114781523841109677972335115171730966651816275404030906846107286896640.00000,
2198,78547962277933686435861710158013185359689756289265557966292287821667056229450686554427252178921970899590838546020982252142309387796480.00000,0.00008,5807497602408946145682345101707943253268252696555042119532412000958152704.00000,0.00000,-119012064057475292259827886932249484090132858025447339076601166507160361069847087736433798819734784051067002646008425518030665635856384.00000,
2199,90341950607953764805500979505311427571188010242820937846134170587956899720594356072194827991307616103376791421083469413675481161531392.00000,0.00008,6265942063233852209292672375022858636418632387573376151744052795132608512.00000,0.00000,-136881743345384494574859323196408024403238625370762665609394380463972113999630990772878169320959640525613844274499415244113581279543296.00000,
2200,103906808056595474746513066542536731073884032242838362614766740873661852385526003928323041582738688540995080538550821786280282537590784.00000,0.00008,6760576177167501035228695570439430940498133246961880535655003164302639104.00000,0.00000,-157434557661508285289224805038280692324372882174710116349245846667580409558905473601066646273690457525578329300312489691700534251094016.00000,
2201,119508430887916119811193227120577044761866716235748339627926326120008559294598646613091984737349023611227161978444551270492508579168256.00000,0.00008,7294256759165787756620647202892203428249041803586910634354549866293624832.00000,0.00000,-181073380133206215239735326171334077087003649568245005471513636998631679672447833933544823290251228079417209359843879013118486767468544.00000,
2202,137452639729945560384518124590336392907443868721869951263670833849592780147191647017338592620606783510859503288656407874145230566457344.00000,0.00008,7870066141452418258620316649053663732950167265941236391064183447517921280.00000,0.00000,-208261575348402340988499202195934305796096643869677193077337407463754807144169269026126268023654833935363966951269748065863859057983488.00000,
2203,158091174223931387774249282627001605743912010805987821594259508011124062615842800169348542950472388534919296545612397655642105572229120.00000,0.00008,8491329975875338249515299556013080508739439155420511177935177260640239616.00000,0.00000,-239532082157471766646236267073803606851657571258447169602071031840228292586597695996415503308143649768616103400680977144256200079048704.00000,
2204,181828587771068226060788766043995712935963643145139567268197145192697450297388533677980877574478832855791323661711779590956890357497856.00000,0.00008,9161636441583011962202826649373349637071314201669411269435498226117509120.00000,0.00000,-275497860259194251343881202257609630680447139199408028889955513203619327739185319248744440254404545169222729031265108330247514121830400.00000,
2205,209130177526483876588778775242384179463855771246140956621419611749117305008204888787530417006398024962383621989347869407881037548093440.00000,0.00008,9884856968956649034392652138677788955651008046030930052895586806860349440.00000,0.00000,-316863905343157371653690240321453181392741505656006070346904194123127933900106369579086470731390603723765456649613419508794939647459328.00000,
2206,240531105083012976040594808312018147460279131029857108219374276600309694066275217352682261454177856698131326972138442324647530540826624.00000,0.00008,10665168599491789858256581831991597975240402671481633242052068610903375872.00000,0.00000,-364441068307595430469887389899405288083373550817074568938946786653989654033463191730615273116373621084504630261468432669462034781306880.00000,
2207,276646886627008932322907090903654121667467475607649351754385719002791628963887205795956462307692614761346223440170238053238787794796544.00000,0.00008,11507078110771245892214665361178943133224517024399597546758322921391783936.00000,0.00000,-419161949434861989327322735230060150375869220583424688305442837550932246566578835971362571486944931877281930059297730733280299998773248.00000,
2208,318185458192625877132899806757996408332252474371083209063561808094186403853581404417528632902537683215804647814930910426359569309499392.00000,0.00008,12415448045865905244679443567676867060323179364658664656687121508887166976.00000,0.00000,-482099179079736197036589692715968722139164143009306940472864806424702981828603313819343549979914630854593051841848587281629438141267968.00000,
2209,365961052515842985736961808670162927591288699138089588757596755442991046517129064443297994326575715588247114124009415076716679085948928.00000,0.00008,13395524797499116005852602747336814412594330342151981180943322693045846016.00000,0.00000,-554486443205822698326126192813953518161273108534003521802118778618480242363095107469066216734846175238881934429925728991512472177344512.00000,
2210,420910159500203811126824841878585728867985845049197196749512531899936247318827835503166867269946921893307620780158573597743851820285952.00000,0.00008,14452968909177925239086704591851867292812234218044505642662503955226951680.00000,0.00000,-637742665909399704047272949486839779891193810669193198371587954283147674609362794169011836708854447453324602393657568193918063467298816.00000,
2211,484109883148883071982226939154204098057312365713818289309305846186541166778959043739993020641043398511621404351283273919479982994751488.00000,0.00008,15593887768298726900858658320239625187603022901693372229562626984330133504.00000,0.00000,-733499822952853178492008666701954537297733463248389443342975415876933780432655468403741273953720219406174147201002406482593488973070336.00000,
2212,556799054792859514548017143786215690523708909370759965186597212190800095938197061183521222348642471284781316055964723793826619274035200.00000,0.00008,16824870880050066704042454853467305340889960393544473819693666797164167168.00000,0.00000,-843634931504332607581275513641647219187131574815590380319487415551301330325523412932030723319311299786204089782286821793309923039248384.00000,
2213,640402516473469089312474565867915547957759609395729955245002337349712602311567394777300371410381914876182458198530704791097695715459072.00000,0.00008,18153027925840968704945931953801441761181230509406508219176460741030969344.00000,0.00000,-970306843141619793166629977270954017270557408129713957496885468268905263643899741470945683699954497848074129389624833987978751496945664.00000,
2214,736559050478494514932026064985668035235549541780393321095911144575830668561448215518865606096612456121301229942017895662253706695409664.00000,0.00008,19586029826065531853411095515086467821434851467706717515853168786716753920.00000,0.00000,-1115998561331052187757809723629820938936018654087222389437881578442703129876236228259175758535575157281900022330647774507449208249778176.00000,
2215,847153502502292428595668395119140922226297437621573241704787500872617156053081153160165247376353118083028166386482933982467694086062080.00000,0.00008,21132153044366407689801446925786333265439284281611472759402417344468746240.00000,0.00000,-1283565912882261260338607185951176756509388488826269825177151124104767495593038407327234507420310017227401299979780641329313119775752192.00000,
2216,974353728103237235270834559845261378213805337411775798333034692417657726753000098322495218813454567279386230708648322497193350130565120.00000,0.00008,22800327389281402057339132631824935791469016798579782157538626763214553088.00000,0.00000,-1476293527429147335949180689488686139929701920332281036601968446198055316408558317688051930084178111899241839256049850131744363730960384.00000,
2217,1120653086677296804115323446525359074646187894742210552256198783961583152238901206013245879175071702596426118018197707362237772124389376.00000,0.00008,24600187589357020555766326063978104319436720990190630571969368643029958656.00000,0.00000,-1697959222238328442177575712786366218101815522279639580507388444842862487660089771598713036309934499584635154570416385474921397674311680.00000,
2218,1288919315908122148139959190683139273800330842899440459254347405555496904203706674978712511170697187498558152795601393575859680872235008.00000,0.00008,26542128939606786808143512293077038224088673984462610767987504423152648192.00000,0.00000,-1952908054406245786593683087989584074754709201488283338365540467210823495525513605828063813081560666384553587877866300095752894125441024.00000,
2219,1482450744723155457674161317989857629980500387575383459645005739952674795429368549719974883043190479574860322582273151918556078636269568.00000,0.00008,28637367340706744375410301332199955381384717209914763476171687292219424768.00000,0.00000,-2246137492004781280132238604985955121264606602717794467497993515259665872200260452904435574642692560945679447564039289426569767667367936.00000,
2220,1705040946633539042740763900076946107317580095783235032454165410990597042299475636232597889491948603314671276837615365515830336426082304.00000,0.00007,30898004077691239375241648436067592275399291214724177871238710505058074624.00000,0.00000,-2583395373687180895976511275469099561919194418469451616612799155963289809755286013969737669341681633813324196448822135398119019313627136.00000,
2221,1961053100782719218769400538419894813541075894111689956049998868875140835292995754981207771707380836045451826039902855371832175257190400.00000,0.00007,33337095712285670982468529663702577338221872326158894297236114824427995136.00000,0.00000,-2971292576943514456894901968611315940198443021951779162520034806860727180493053519033576551231106310228971190995654219484437381591859200.00000,
2222,2255505518317661988190296666921118434176630842110934427257605311613538954639450568282604555380865462884322036313163710802143322285539328.00000,0.00007,35968729492547175375668755672082722466259910831872353827613196240109436928.00000,0.00000,-3417432603511609522953079768053948855465660034026212083596623465112489288129206924934971344420610371656875247771233827168194089623486464.00000,
2223,2594170010557551289985193168806877050193565764483222318326796632369466167805210440320690598976814093309202104474398543293671708808970240.00000,0.00007,38808104715350154184090036299999688423259170817313058552037115955769245696.00000,0.00000,-3930560622056896011291953805172931424047183219050876588209046086736623564734835055363817059821287776058428337694747706622374042411204608.00000,
2224,2983685027157784533374753004370638175404900430691244778215878054330380267935726117843231379418929814487021685703689195267322579158827008.00000,0.00007,41871620511634829661968444181755967048094120690265773095900058829876887552.00000,0.00000,-4520734889633006203624657166054815051361577560877615366918020111155125888975205312019902479630192011283805497091299774490580823926898688.00000,
2225,3431685781986280457535763852400676448536647972543125628652381465041355782651513560248978686997331211666832804864965285647241617728339968.00000,0.00007,45176970561432363822900351259400783270241168313797976786086823199424643072.00000,0.00000,-5199523912100424798722754726301326985726480230966227313807088963664443687240054668676230176375589999438250666757789674834288785882087424.00000,
2226,3946953917419655701931721305500188877326178661881265320672486293568569998096250037999046757316267544609697048948145780565726310185304064.00000,0.00007,48743245285703886906579918174685108942422040568413678618523745546970071040.00000,0.00000,-5980233208211599509256397764592580273889374154319919056629436917085355863317661322109955359314932724717035630525405251828325137057316864.00000,
2227,4539589640755940122796667279433647694403032487734051555565686495529123338752963790631650408637737901795894112862600888565791497209774080.00000,0.00007,52591042105213806915025323662728393554758857513471304652514299093364768768.00000,0.00000,-6878166122357485464915384649990291752354759709189935957323217737490469318371959106216498228015559562207398444966306585629000627593936896.00000,
2228,5221209706935510760270826744943740997915484287750648529556513912823727309111129460032942174515048296766098808490202963348627532315361280.00000,0.00007,56742584403250024091852977653337287736958672658756892317703891909057970176.00000,0.00000,-7910923798387138258936823608267231867485040861095310079091840227842719313540010913266652057143750418785933229873319600257924556268765184.00000,
2229,6005175128397299812153615414690832390044628040422651237036050985162032309181032112528093683933073717400042585175048401559804797580738560.00000,0.00007,61221849879273529610916425349057363261332686967138734578734387331665494016.00000,0.00000,-9098750194541363234372907684975113182374322545958022738098298788311101400395835479255553065799754361379821192077141603761681270300475392.00000,
2230,6906853075604101329851617798674490530756035625773223936650199291149196549563292892663328391563386819777536492124609911148950637756022784.00000,0.00007,66054709034818383042971929705030155913829288164846742977496585708867944448.00000,0.00000,-10464928902430457499381194756867503103297934706812232993605438742670969134729603730937511629704959895291547392966196145099563501841547264.00000,
2231,7943918101971083441720482624955413112241108398330444140449472051192584573594014921994673200652271472396361252139594934074833472990478336.00000,0.00007,71269074591482957312321045533543310295995301470302945509254095489044840448.00000,0.00000,-12036239548441037161008229426450031466253273696356714180190765211312818124955976771313143102614504874011226711814369904779038941733978112.00000,
2232,9136698597762537167681902959820728672152824620017075268487733698156814527089303255536215442400367396678611805540910418978112021062483968.00000,0.00007,76895062703992848189521445802079716035156484862743962407564183493056397312.00000,0.00000,-13843482723882635045745167130107964864623326276221363271309297346010127694530930646103648750302538356377394391584336833734125333864513536.00000,
2233,10508575264093248841845834047918223916608079368219620253201476419985692508733246167876130976821022355586114070657838625416743251364282368.00000,0.00007,82965166899439573345550764939859694841773378801901315529852022263933566976.00000,0.00000,-15922083733474622274342039803776376467984671530891166319075223116707002646678761935064270952949518922622376412662238271616707684458299392.00000,
2234,12086439417861002678606153175386940301158760635269395576751909068360800064636656328896741232490810282676884347146637381598058749689331712.00000,0.00007,89514445747300833438097737731836308074505711717358964884181030951578501120.00000,0.00000,-18312786996759100132084836742585270677230405574613741957520538792327025759253040852350912567759374536073864662012992237864008717751549952.00000,
2235,13901220111233525068261006240770286633890037402703781312751595999897189307628659977966264182828642368827979965848804048272485390424735744.00000,0.00007,96580725344151523352418950506064188964230919870304008264880280249326108672.00000,0.00000,-21062454713990195131364894978664629906687341040971030829587784354513708763300202115907333162242367629571649529162547448444019744213827584.00000,
2236,15988490398205526736538141520670644956523806154918731349427744831771094612639403864314867741723092489278146128216871557024123199231623168.00000,0.00007,104204817782538721714294850174153358614946443766243109153230522381265534976.00000,0.00000,-24224985451826561138921167942943440113349465089599023350024022413157594811458337910941725098940552986032788970317932677709945395572899840.00000,
2237,18389164632170320246151990495838830664936003667325594241147165594768275522750258653117071196516453535936956583969442077405161112136056832.00000,0.00007,112430756865812326784855998734066875045539097828163793575701188390456131584.00000,0.00000,-27862370654803520688972469046300256076892895017123133873270927468701988574576680737533230695070955222831549869320272079995981994185981952.00000,
2238,21150300462826523719620043331238203509713187316178759867022495293402768032967185485344515581376947255041935125905858869344632674612936704.00000,0.00007,121306052430308684894339949873143854682806381496973543040530441032257503232.00000,0.00000,-32045909792161406461181558733632305006258984911332816192885894958842652446860080298309591410632499701845086210527942722021538404012916736.00000,
2239,24326021253040716245433123517549197730325810072099461482006449565542877731343275379003508796333261724989026751044885391344751733234466816.00000,0.00007,130881964743753761830302940704493632018229957748180133042394436514487468032.00000,0.00000,-36857607959152604910368154694489638986654620599383690461310862496124473658951710554779924751316738629360055387886014934837017002456907776.00000,
2240,27978576996740525474645210502912737785675955826982383111150610053706130497757566800492898214135090287867890947043471328757513329886363648.00000,0.00007,141213800564704537356289851542864845955955108891959240960358265216619773952.00000,0.00000,-42391783328394736663144206617041125589898975739129860490103381887710172864154828230112473301288825430558469493154642622440002245841911808.00000,
2241,32179564533788650530691127235465113200809648987986052237605015616333065615496291557569850582295760031891699796888944890551812744732999680.00000,0.00007,152361232572953342812363013830314523581826149751872818659120148868956684288.00000,0.00000,-48756915960285842901410385075970233378891809507170682933554532657263233872989773043364430151545509094389835067269223192386239338920280064.00000,
2242,37011330980303462023164311931236462329800215045193034789059606645242152079214997921423809666863956502029009134271704043593322319501590528.00000,0.00007,164388644015801339275281198264566642324206563319419395086671732390779420672.00000,0.00000,-56077774212581016524399837197275773857821464750839215883708384814804600328307855183714590007269190951528824875675521489545808948110557184.00000,
2243,42568587884252934083320960295834255514784418293050952072087343858013554614230965096516248761410095685425646514127637169727289383825965056.00000,0.00007,177365500560744367237178348549186701666190272539508543377538712883154649088.00000,0.00000,-64497860430686275656606954060661163740573789670010681870292354634625808514296074212250029837283829332647758311737340507383230577239916544.00000,
2244,48960267746753372465110996783694038313829021157342912406281773890200023497495014416169336669382979433085056145562439140998990034943082496.00000,0.00007,191366751502248283034504276250662381218921804694940749710537332836983111680.00000,0.00000,-74182223858717245092743269540249941022936424800281303020034284962734348011922269640152690803047394090618678718270655015530922934597058560.00000,
2245,56311659300319945558698202785150565181062238893439438124027645638442594826774704116538306888253277692978336874720696791647085973255225344.00000,0.00007,206473262639828635861909562063460091634005110477169151181075815652923539456.00000,0.00000,-85320695909575690425935946796715510048886959310978765903749020498482977459029366296783310900410243395739578383122721243011394100644544512.00000,
2246,64766863399467088656871912339183291775663174179548414248967177371382650584280748817593713066548110808955047952106165751055019271046299648.00000,0.00007,222772283327570636201880997563235130444148485354255343183421584878541471744.00000,0.00000,-98131611211313785090229490453040760165826859319139563306491659065038148183495728616934791043217737948560527307596038538149533531450114048.00000,
2247,74491617663651339211696381752635836446173076420227176868709539192126961417643715119848857198265195063460001316366787026379889207918198784.00000,0.00006,240357950392586458979583160016947242580453799178163034954722604007043366912.00000,0.00000,-112866087369168712677296750133455975393551362838240112080361460930867480069836568750676642895483569490193829525094270953759988076041469952.00000,
2248,85676545240776161103942264842343841586102269199595094806307818133953927658477896315025472296245351205764764835857856950868279147269980160.00000,0.00006,259331831832847683304612946776155680949789655026868298664411291357422813184.00000,0.00000,-129812947334509352533972301017718671582757817838012563338469348498295856272472444874434574138930156282690829592235366338961347856331440128.00000,
2249,98540891373024826373975995260645368838738910596112108003072193825772389701121628543491521924999890550372492885042149341564729933942489088.00000,0.00006,279803513434580905059224063701489073930285016056446286218611598109534322688.00000,0.00000,-149304380868219460191962387885865289888660221903563490149538063088112721095685612873702336179049573426650404435709661501263705440614612992.00000,
2250,113336821008614130710152992879004447392246596428952727139205936624640656079909924916910487489110816418742395784541625776753265621906489344.00000,0.00006,301891231697300846408377243518111534350685275034034986179525238197338505216.00000,0.00000,-171722456073657819501259952930449658444518977915350635318438783136320130215168498957082897948206014686363821358411359012276233732723048448.00000,
2251,130354361700598225921449639307528195460489591342305946633508482842067270919528067491372141074689169292153244415760899155395268021197996032.00000,0.00006,325722556722011568661151098337628136195964254550471282952225090513456332800.00000,0.00000,-197506608637270079338921804420412353844093807050223545105599699111084912584060421920611803829004548938972215158139837968248104578988376064.00000,
2252,149927088682670038749504803888105709744183638819441747579468703697890079778936510109883910772071624318824076963853541434075993594734313472.00000,0.00006,351435129006672018018380332298367119239015279121996874496189260859896233984.00000,0.00000,-227162255579803120314399740277840040896268204308389003359265221714663912763956609750098313495153305084828641219630595335305105116233728000.00000,
2253,172438663559947817444679930745400174683127378264092146386073430775443364703771681796985707841020411736257532144470861566847750330350829568.00000,0.00006,379177454404372556484675026656102951606137150972861879582082755529420046336.00000,0.00000,-261270702363557354246603354862231995512832303131059601436865142137743068726447608923188220966885503214642585346684133612673351070659903488.00000,
2254,198330354785165190949803822542182546894419783341555626102859449989210730864568899128370529883701968537841810904501605659161376632185290752.00000,0.00006,409109761835591719660757805728461343965908433010898870134413647362832465920.00000,0.00000,-300500537553280663712184240677871548815735576782563960419231986657950916508781155196641144652856603912989476870023713712174596083484196864.00000,
2255,228109687335490282785102256132625590838050837306875573053955169850391574213925275434628124707476813810384837652049266912647252552512962560.00000,0.00006,441404928708347017713787650184060194840700353539034976535338204856047370240.00000,0.00000,-345620738387106571700332850497174249047066287894676301359608355156957826056743766019857426822974006649234392316000404301397340328697004032.00000,
2256,262360391139617931284415926440967230296980467964409268305597305754179318929062257904803579784017218740074262128622061591559960827277606912.00000,0.00006,476249479391108497079569209868571310932300702542560558751594333957267652608.00000,0.00000,-397515744150936337145838648007929771318813394703280083343879144675717899226278623744321819088100788170057683646297935272543776919072538624.00000,
2257,301753843262683687725102955621665911951054574314577386412150479237211077453919646891119119145448251321450593438798474514603816844921929728.00000,0.00006,513844662505266605683016913731134714008701465427329422535039007395783114752.00000,0.00000,-457202792822248059280699201755264185101563190713942088274807454606922717385965791553627580106419966693845589886779552689676345505350680576.00000,
2258,347062228136960518334217484234386580930112419587760026853543834757326497571483403250902199381543470950412028677089616378274821649924620288.00000,0.00006,554407613259179651450552592515759195375238674965743395657694974239886540800.00000,0.00000,-525851860813576590506630305713931865372862956279370331367827690243461232715607846644208004706564238858938673581160070664935443694748696576.00000,
2259,399173673803170768282263949846471675995069320790744034766944247251982443080118270622926195244466070129699194208072958137305933819175501824.00000,0.00006,598172607536990523376916939610201793951003236268135085605189350911981387776.00000,0.00000,-604808596671470973713727937499150088008396173450736387064350122323666079701678392414511680802261326459826316175821974986844373688338350080.00000,
2260,459109660860703892851157559484130523973356917326133595720370724102506439290990253320454167996679744616829627943268843229710595653044797440.00000,0.00006,645392414985343796060504322605227086905771734080718255877260133040461447168.00000,0.00000,-695620698273793934799200975679219483181845352253897528324406501479997691853296225817221648054116230430500412421857888977767408476096561152.00000,
2261,528045045374323119059366313720906767260694159810427943441761041414501923220695231491595403798341553771982939531417877808489483261299392512.00000,0.00006,696339758912909107945526172933847072524323200903628726668260440136298266624.00000,0.00000,-800068250567156386231033012586293356497596703882164725091575865507998059840561433758235050096191967309724929227476031377598828620736888832.00000,
2262,607331088223320617386765102981952701010323901658295614070337336765554075678115600895727684559882701016336604807206179555121237252525522944.00000,0.00006,751308891434523181492353650254022202707387901549400835325574261578760454144.00000,0.00000,-920198618520182908864303432531038694783631282936070890110701812468398583028301315800947463921426218061612459034962622623877425956281909248.00000,
2263,698521942310906284258436077772247569109432531972053276803640459269039639933897003949640851584519027010267145984375612300186080251750645760.00000,0.00006,810617292957373012327603821924663015591314850982265495770532982690804662272.00000,0.00000,-1058366579258949060775078109633779419904776055642203108973211347105782479102988361724970577044945714640458575368321083637745187697178181632.00000,
2264,803405116832063352234491042470850557772575769432311614898856962377005025646552036403062421549216979405119969599313219067603232240380674048.00000,0.00006,874607505824794313670302866435726807452564423516058096495847233057053474816.00000,0.00000,-1217280480048581087118914000050000448108186026704653896969738944617136131528410386370470046404626417730943302315355198432433694691242803200.00000,
2265,924036515755796525277126306834662903614370839796080582445686283707099737342432972912879987088483102589800351037767774750363531992715231232.00000,0.00006,943649112708100723201481035665404774558655900945692927310724562527069405184.00000,0.00000,-1400055326902722378587628423070673508822780018062674725690028758319925564640132158247004158369213724105770020806701770241078759471754248192.00000,
2266,1062780737340751039893195483236842189528023005962496985108978523109156726945202507135947374605568189563517004431807016458345122459962834944.00000,0.00006,1018140871172868596203038269314316391422428108504011617244967200063070666752.00000,0.00000,-1610273844455683744337552363369472458633910329442971098561541758496338600867092201784809556537180649060213118685085928962529289724451880960.00000,
2267,1222357424629152159962825462973284009947579103075426005551313689089296512635470901487842991672125665323076408883911054698399890980953128960.00000,0.00006,1098513016748104453582809596484368655938920284031744429710642745071410085888.00000,0.00000,-1852056703983564099083543328527236029346889197401598133030824153380552659482130093722904641910032949795004099426172304800706873463775690752.00000,
2268,1405894575474370183636619942969874581095213805329597722863092569073871729598750747692463353977610152960174378483998645973779120162879832064.00000,0.00006,1185229747799931237678309610451278562887712462132543799043096574304293224448.00000,0.00000,-2130143296173288527617164235396751808036178450689215847534583736148367977149704544276675926383042588303306426028263696337162983972003643392.00000,
2269,1616989857077128506193275858189372508017717976118619113159312578962448736343316062891052860195749508557799339621934687953137614070015328256.00000,0.00006,1278791906561459089682008613378519167092512240264145205785533983753366405120.00000,0.00000,-2449984631935043451617920823718194296235906158544074952340197196478129924775761870055391790358635489556051596890770830798261728145588617216.00000,
2270,1859781126908529217539051373921562018706618244525298250261557566419036647149681589757881657929191032187532521832487898855549299179353276416.00000,0.00006,1379739871803432333335160506455349246187910534813480483700322475314786598912.00000,0.00000,-2817850192285650519908614309195145181167464804169387602512798984291618653383261654386336352770222331778003796027866696814969066566350536704.00000,
2271,2139027542360260379919903638357504286746425929297536653591865707397540265261932531832464144974498913047929764669271303386366595191485235200.00000,0.00006,1488656679852595217300849594267689755568581119258747352060854072553261498368.00000,0.00000,-3240950821757970412829907983321679000022074324068912469043214124843804492595096773104961997057708073597604888226380578862327694992053633024.00000,
2272,2460202849020960189271189989286822865013924305673841122457683677137267965881421124515276982845296540735348878440798671646082656520894414848.00000,0.00006,1606171391983570583727061345245589350644499359087244920270325302606912552960.00000,0.00000,-3727580074274182345340337119615888808293330656877107092840617558431455445753230288443434666000029604213271793897677325860565973525000617984.00000,
2273,2829602676201284539036882320454895672289669810882656426902960432123578985001835128461688881607452121212777191541300192099287806035938508800.00000,0.00006,1732962727633001320737249981450495249009547601390714579370908907880446951424.00000,0.00000,-4287276782123158512672119053461708403817434507295729100472003617935341362363167517258157318128505485205276430768385414863989771270820462592.00000,
2274,3254467942898174451901743378534859945022024544207392738449374344870393627200060177284762252010094045854752147781395224575109021105987256320.00000,0.00006,1869762984419990941256657461485151692481898722943591494775177459591351894016.00000,0.00000,-4931012034694203334394659451879382338324556805688481217659992149156864089444724201531153912442094897398260879832707549227952199389562273792.00000,
2275,3743126793183185337063316315381557699879789223967920493159811697813033949218022063927948467104464977280381163730967608314616742883291561984.00000,0.00006,2017362267613363391223988481147773464782579296388715416864865617780525760512.00000,0.00000,-5671404232095735299090845739343396610249804154547966823417470787812364836574385374944849989281491254195497783860682602210824274821045551104.00000,
2276,4305157843210690476175822133364126988267487681762601211093737271059368116036046989292245642795366477424901828146776777137646854121136848896.00000,0.00006,2176613053473505512549583201618583213059347330621304415150003550690501197824.00000,0.00000,-6522966429107106661892584664445901687935834420954661260129053508099426972542714479338713173390916633942722083910519083979850622906566443008.00000,
2277,4951577939788872217444456649660567696080948750505855930565985816907059077279018694451937939257529387094901313939711100775289708643409199104.00000,0.00006,2348435112824886863575172652083120229139737858557747561931283668550989905920.00000,0.00000,-7502390817861927041292597162305079216679357957809202464635399025620570117993474758764689162004811704528702223786593312309410567621709922304.00000,
2278,5695058110928342851884605660034574932639218657406926344595659528259361102505144056459037138737623147339175215229315078512517617385365045248.00000,0.00005,2533820823295898878223144650421052956799295334223488798592182183177350021120.00000,0.00000,-8628875925649003439629322916084557355990526649346077720605361393472557775779097295427183107247937607837378830727067291867047023280014753792.00000,
2279,6550171941398064717456482585804764026553294130982577081183868316603169561614670473526432013348064589562189417928064579731897262738820300800.00000,0.00005,2733840900907462625136711774036744810340721875199858123203248107683328294912.00000,0.00000,-9924502941512216704777579519345985923712281162255628970405878678853406352899628137950918861198514056178501048874144499846052240422762184704.00000,
2280,7533681241908285319954541198341586383847196346271713404657699018362247744381408962938716160535033989089039329037974721376362582993723719680.00000,0.00005,2949650584113826828472645811607625972215255180148688339016790546446261682176.00000,0.00000,-11414668548345882721824166337147513184782010986750044411561220008369127714588443079374024646867104832287109571834850226212983393784071979008.00000,
2281,8664864611564184429556248610620228729765346160475803358234452794604307799714801951597395995908942791172546049496467166925282193668032167936.00000,0.00005,3182496306012191105546756328423338057481650335557403821514606645232554475520.00000,0.00000,-13128582744794214425621190808373323244451501236792769868566435987525671132212276885169567509301547212636394113256384602309014066007963074560.00000,
2282,9965895334021268884936215726458723599449435407243599974774481506365854153641884224774010701078215936609855831469323626092743845259457331200.00000,0.00005,3433722893257241718617880236445630351034280399521297763311494849172858732544.00000,0.00000,-15099841415183736968736019810793926576133147278824985181777081152527984308124869686376114625072053990755188754757352422954222168441863798784.00000,
2283,11462276014805242794953083679231145189808024487748020494467537009254889741486734544166029583335398014065263349878960898724560023212313804800.00000,0.00005,3704781333258747402249403247304119493848463323509193246933885348437670494208.00000,0.00000,-17367084870917031252559857647296576708372445667059105844394207403655288617937403097143991406415429859764625920625494846402097850205603889152.00000,
2284,13183338479490714169947384875918597237833313184045109591579126437932449720662860537747998825755277852365769215248252143657031118271000084480.00000,0.00005,3997237154522534586555343853732619839078993559291584371395770848963532423168.00000,0.00000,-19974755271955625446895408776062896087650715872547495073480887685193202437262676313612050082163149296927593182788575243435318342761234563072.00000,
2285,15162818731666496586029934376862372979024512184270447736127459611370528109372295369083625596573746705132628890062131918372439447723724242944.00000,0.00005,4312779468536446230859647527705524033958416760030850939433969167996934946816.00000,0.00000,-22973967775252266833438843708914214747947712728295907666175890722860682158219943593199175615802390471206662687071404285010252711677130702848.00000,
2286,17439518240925728878345847859937830647409508657598897316773108999616920062890259846206783523554282264052748793690064367780695647031136354304.00000,0.00005,4653230725423713104822161296641214360211630010363194881597064592683266211840.00000,0.00000,-26423512486251107245737936327051205498372114836332563670573630207192169094967863994690094369895391273632840697075885952793009513785467076608.00000,
